tweet,label
is_authentic_yes is_tone_yes posemo_yes feel_yes affiliation_yes power_yes netspeak_yes many_sixltr low_wps has_exclam has_photo has_hashtag has_url,HRT
is_clout_yes is_authentic_no is_tone_yes posemo_yes affiliation_yes netspeak_yes few_sixltr has_photo has_hashtag has_url,HRT
is_clout_yes is_tone_yes posemo_yes insight_yes affiliation_yes achieve_yes netspeak_yes high_wps has_video has_hashtag has_url,HRT
is_analytic_no is_clout_no posemo_yes netspeak_yes few_sixltr has_exclam has_photo has_url,HRT
is_authentic_yes is_tone_yes posemo_yes insight_yes power_yes netspeak_yes low_wps has_exclam has_photo has_hashtag has_url,HRT
is_tone_yes posemo_yes insight_yes certain_yes see_yes power_yes netspeak_yes many_sixltr high_wps has_video has_url,HRT
is_analytic_yes is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes has_photo has_hashtag has_url,HRT
is_clout_yes is_tone_yes posemo_yes hear_yes affiliation_yes achieve_yes reward_yes netspeak_yes high_wps has_photo has_url,LRT
is_clout_yes is_authentic_no is_tone_yes posemo_yes low_wps has_exclam has_hashtag,HRT
is_analytic_no is_clout_yes is_tone_yes posemo_yes insight_yes affiliation_yes netspeak_yes many_sixltr low_wps has_exclam has_photo has_hashtag has_url,HRT
is_analytic_no is_clout_yes is_authentic_yes is_tone_yes posemo_yes differ_yes hear_yes affiliation_yes none,HRT
is_tone_yes posemo_yes negemo_yes feel_yes achieve_yes power_yes swear_yes high_wps none,HRT
is_analytic_no is_clout_yes is_authentic_no posemo_yes negemo_yes anger_yes discrep_yes tentat_yes power_yes has_qmark none,HRT
is_analytic_no is_clout_no is_authentic_yes is_tone_yes posemo_yes discrep_yes tentat_yes differ_yes affiliation_yes few_sixltr low_wps has_qmark none,HRT
is_analytic_no is_authentic_yes tentat_yes differ_yes affiliation_yes power_yes many_sixltr low_wps none,HRT
is_analytic_yes is_authentic_yes tentat_yes certain_yes reward_yes few_sixltr low_wps none,HRT
is_analytic_yes is_clout_yes is_tone_yes posemo_yes affiliation_yes many_sixltr none,HRT
is_analytic_no is_clout_yes posemo_yes negemo_yes anx_yes discrep_yes tentat_yes differ_yes many_sixltr low_wps none,HRT
is_analytic_no is_clout_yes is_authentic_yes is_tone_yes posemo_yes differ_yes reward_yes high_wps none,HRT
is_analytic_no is_clout_no is_authentic_yes is_tone_yes posemo_yes insight_yes cause_yes discrep_yes tentat_yes differ_yes see_yes none,HRT
is_analytic_no is_clout_yes is_tone_yes posemo_yes insight_yes cause_yes affiliation_yes achieve_yes power_yes reward_yes high_wps none,HRT
