Sat Apr  9 16:00:01 2016,2115669
Sun Apr 10 16:00:00 2016,2115964
Mon Apr 11 16:00:01 2016,2116252
Tue Apr 12 16:00:01 2016,2116891
Wed Apr 13 16:00:01 2016,2117681
Thu Apr 14 16:00:01 2016,2118327
Fri Apr 15 16:00:01 2016,2119130
Sat Apr 16 16:00:00 2016,2119999
Sun Apr 17 16:00:01 2016,2120796
Mon Apr 18 16:00:01 2016,2121548
Tue Apr 19 16:00:01 2016,2122105
Wed Apr 20 16:00:01 2016,2122815
Thu Apr 21 16:00:01 2016,2123659
Sat Apr 23 16:00:00 2016,2127997
Sun Apr 24 16:00:01 2016,2129023
Mon Apr 25 16:00:01 2016,2129895
Tue Apr 26 16:00:01 2016,2130877
Wed Apr 27 16:00:00 2016,2131770
Thu Apr 28 16:00:00 2016,2132555
Fri Apr 29 16:00:01 2016,2133209
Sun May  1 16:00:01 2016,2134190
Mon May  2 16:00:01 2016,2134700
Tue May  3 16:00:00 2016,2135345
Wed May  4 16:00:01 2016,2135974
Thu May  5 16:00:00 2016,2136573
Fri May  6 16:00:01 2016,2137160
Sat May  7 16:00:01 2016,2137731
Sun May  8 16:00:01 2016,2138208
Mon May  9 16:00:00 2016,2138657
Tue May 10 16:00:01 2016,2139158
Wed May 11 16:00:00 2016,2139918
Thu May 12 16:00:00 2016,2140698
Fri May 13 16:00:00 2016,2142259
Sat May 14 16:00:00 2016,2145357
Sun May 15 16:00:01 2016,2148634
Mon May 16 16:00:01 2016,2151788
Tue May 17 16:00:00 2016,2154971
Wed May 18 16:00:01 2016,2158456
Thu May 19 16:00:01 2016,2161693
Fri May 20 16:00:01 2016,2164898
Sat May 21 16:00:01 2016,2168290
Sun May 22 16:00:00 2016,2171554
Mon May 23 16:00:00 2016,2174824
Tue May 24 16:00:00 2016,2178180
Wed May 25 16:00:01 2016,2181582
Thu May 26 16:00:01 2016,2185271
Sat May 28 16:00:01 2016,2194322
Sun May 29 16:00:01 2016,2198843
Mon May 30 16:00:00 2016,2203175
Tue May 31 16:00:01 2016,2207574
Thu Jun  2 16:00:00 2016,2216516
Fri Jun  3 16:00:01 2016,2220531
Sat Jun  4 16:00:01 2016,2224704
Sun Jun  5 16:00:00 2016,2228634
Mon Jun  6 16:00:01 2016,2232528
Thu Jun  9 16:00:00 2016,2244268
Sat Jun 11 16:00:01 2016,2252549
Sun Jun 12 16:00:01 2016,2256558
Mon Jun 13 16:00:01 2016,2261357
Tue Jun 14 16:00:01 2016,2266161
Wed Jun 15 16:00:00 2016,2271179
Fri Jun 17 16:00:01 2016,2280346
Sat Jun 18 16:00:01 2016,2284815
Sun Jun 19 16:00:00 2016,2289085
Mon Jun 20 16:00:00 2016,2293180
Tue Jun 21 16:00:00 2016,2297368
Thu Jun 23 16:00:01 2016,2306572
Fri Jun 24 16:00:00 2016,2311027
Sat Jun 25 16:00:00 2016,2315400
Sun Jun 26 16:00:01 2016,2319617
Mon Jun 27 16:00:01 2016,2323845
Tue Jun 28 16:00:00 2016,2328428
Wed Jun 29 16:00:01 2016,2333218
Thu Jun 30 16:00:01 2016,2337805
Fri Jul  1 16:00:01 2016,2342525
Sat Jul  2 16:00:01 2016,2347047
Sun Jul  3 16:00:00 2016,2351430
Mon Jul  4 16:00:01 2016,2355933
Tue Jul  5 16:00:00 2016,2360852
Wed Jul  6 16:00:00 2016,2365477
Thu Jul  7 16:00:01 2016,2368876
Fri Jul  8 16:12:47 2016,2372670
Fri Jul  9 16:12:47 2016,2377083
Fri Jul 10 16:12:47 2016,2381496
Fri Jul 11 16:12:47 2016,2385909
Tue Jul 12 23:46:29 2016,2390323
Wed Jul 13 19:11:38 2016,2391784
Thu Jul 14 18:13:10 2016,2395554
Fri Jul 15 06:00:01 2016,2399642
Sat Jul 16 06:00:02 2016,2403959
Sun Jul 17 06:00:02 2016,2408299
Mon Jul 18 06:00:02 2016,2412166
Tue Jul 19 20:00:01 2016,2406751
Wed Jul 20 06:00:02 2016,2419257
Thu Jul 21 06:00:02 2016,2423709
Fri Jul 22 06:00:02 2016,2428241
Sat Jul 23 06:00:02 2016,2432678
Sun Jul 24 06:00:02 2016,2436808
Mon Jul 25 06:00:02 2016,2440752
Tue Jul 26 06:00:02 2016,2445279
Wed Jul 27 06:00:02 2016,2448708
Thu Jul 28 06:00:02 2016,2452730
Fri Jul 29 06:00:02 2016,2456520
Sat Jul 30 06:00:02 2016,2460499
Sun Jul 31 06:00:03 2016,2463797
Mon Aug  1 06:00:02 2016,2467519
Tue Aug  2 06:00:02 2016,2471091
Thu Aug  4 06:00:02 2016,2478665
Fri Aug  5 06:00:02 2016,2482392
Sat Aug  6 06:00:03 2016,2485841
Sun Aug  7 06:00:02 2016,2489150
Mon Aug  8 06:00:02 2016,2492518
Tue Aug  9 06:00:02 2016,2496260
Wed Aug 10 06:00:02 2016,2499906
Thu Aug 11 06:00:02 2016,2503337
Fri Aug 12 06:00:02 2016,2506387
Sat Aug 13 06:00:02 2016,2509590
Sun Aug 14 06:00:02 2016,2512536
Mon Aug 15 06:00:02 2016,2515356
Tue Aug 16 06:00:02 2016,2518204
Wed Aug 17 06:00:02 2016,2520717
Thu Aug 18 06:00:02 2016,2522735
Fri Aug 19 06:00:02 2016,2524720
Sat Aug 20 06:00:02 2016,2526540
Sun Aug 21 06:00:02 2016,2528608
Mon Aug 22 06:00:02 2016,2530445
Tue Aug 23 06:00:02 2016,2532447
Wed Aug 24 06:00:02 2016,2535171
Thu Aug 25 06:00:01 2016,2537218
Fri Aug 26 06:00:03 2016,2539232
Sat Aug 27 06:00:02 2016,2540467
Sun Aug 28 06:00:02 2016,2541951
Tue Aug 30 06:00:02 2016,2544977
Wed Aug 31 06:00:02 2016,2546469
Thu Sep  1 06:00:02 2016,2540688
Fri Sep  2 06:00:03 2016,2542590
Sat Sep  3 06:00:01 2016,2545952
Sun Sep  4 06:00:02 2016,2546383
Mon Sep  5 06:00:02 2016,2548257
Tue Sep  6 06:00:02 2016,2551155
Wed Sep  7 06:00:01 2016,2553297
Thu Sep  8 06:00:01 2016,2555439
Fri Sep  9 06:00:02 2016,2557584
Sat Sep 10 06:00:02 2016,2559486
Sun Sep 11 06:00:02 2016,2561325
Mon Sep 12 06:00:01 2016,2562786
Tue Sep 13 20:00:01 2016,2565045
Wed Sep 14 20:00:01 2016,2567206
Thu Sep 15 20:00:00 2016,2569037
Fri Sep 16 20:00:01 2016,2571176
Sat Sep 17 20:00:01 2016,2573099
Sun Sep 18 20:00:01 2016,2574939
Mon Sep 19 20:00:00 2016,2576775
Tue Sep 20 20:00:01 2016,2578840
Wed Sep 21 20:00:01 2016,2581186
Thu Sep 22 20:00:00 2016,2583444
Fri Sep 23 20:00:01 2016,2585754
Sat Sep 24 20:00:01 2016,2587854
Sun Sep 25 20:00:00 2016,2589835
Mon Sep 26 20:00:00 2016,2591926
Tue Sep 27 20:00:00 2016,2594706
Wed Sep 28 20:00:00 2016,2597129
Thu Sep 29 20:00:01 2016,2598920
Fri Sep 30 20:00:01 2016,2600630
Sat Oct  1 20:00:01 2016,2602423
Sun Oct  2 20:00:00 2016,2603928
Mon Oct  3 20:00:00 2016,2605657
Tue Oct  4 20:00:01 2016,2608720
Wed Oct  5 20:00:00 2016,2613833
Thu Oct  6 20:00:00 2016,2617745
Fri Oct  7 20:00:00 2016,2621632
Sat Oct  8 20:00:01 2016,2624821
Sun Oct  9 20:00:01 2016,2627876
Mon Oct 10 20:00:01 2016,2631740
Tue Oct 11 20:00:00 2016,2635015
Wed Oct 12 20:00:01 2016,2639024
Thu Oct 13 20:00:01 2016,2641521
Fri Oct 14 20:00:01 2016,2644328
Sat Oct 15 20:00:00 2016,2646850
Sun Oct 16 20:00:01 2016,2649510
Mon Oct 17 20:00:00 2016,2652177
Tue Oct 18 20:00:01 2016,2654852
Wed Oct 19 20:00:00 2016,2657946
Thu Oct 20 20:00:01 2016,2661358
Fri Oct 21 20:00:01 2016,2664369
Sun Oct 23 20:00:00 2016,2668933
Mon Oct 24 20:00:01 2016,2671121
Tue Oct 25 20:00:00 2016,2673167
Wed Oct 26 20:00:01 2016,2674985
Thu Oct 27 20:00:01 2016,2676486
