maasmuseum,Fri Mar 28 05:24:41 +0000 2014,449416767341748224,7442,760,0,0,0.083333333,has_no_media, thanks visiting glad enjoyed ecologic plenty follow info 
maasmuseum,Thu Mar 27 05:26:39 +0000 2014,449054873515229184,7442,760,1,0,0.166666667,has_no_media, final festival strictly ballroom bolero jacket getting ready new 
maasmuseum,Wed Mar 26 05:42:06 +0000 2014,448696373769011200,7442,760,0,0,0,has_no_media, meccano orrery hour 
maasmuseum,Mon Mar 24 21:43:45 +0000 2014,448213605192716288,7442,760,1,3,0.008244994,has_photo, sydney horse drawn cab journey city streets 1937 
maasmuseum,Mon Mar 24 11:05:54 +0000 2014,448053085542174720,7442,760,0,0,0,has_no_media, fix thanks heads 
maasmuseum,Mon Mar 24 11:01:42 +0000 2014,448052026258116608,7442,760,0,0,0.142857143,has_no_media, welcome probably guessed party ticket sales iframed page need add ssl 
maasmuseum,Mon Mar 24 10:48:11 +0000 2014,448048627659714560,7442,760,0,1,0.285714286,has_no_media, hi thanks heads fix mean book securely 
maasmuseum,Mon Mar 24 03:05:54 +0000 2014,447932289540833280,7442,760,2,1,0.357142857,has_no_media, cockatoo island industry art 
maasmuseum,Mon Mar 24 03:04:57 +0000 2014,447932049886683136,7442,760,3,1,0.007168459,has_photo, moment admn bolden cut ribbon launching new rovers 
maasmuseum,Mon Mar 24 01:22:51 +0000 2014,447906357170413568,7442,760,1,1,0.2,has_no_media, today administrator bolden nasa visiting mars yard commissioning new rovers 
maasmuseum,Sun Mar 23 23:25:38 +0000 2014,447876856549617664,7442,760,2,0,0.00240096,has_photo, class teaching labs adjacent 
maasmuseum,Sun Mar 23 23:23:47 +0000 2014,447876390893801472,7442,760,2,0,0.007228916,has_photo, view mars lab crowded workshop cc 
maasmuseum,Fri Mar 21 05:19:16 +0000 2014,446878686751784960,7442,760,3,4,0.5,has_no_media, preparing celebrate sequinned splendour strictly ballroom stage screen new 
maasmuseum,Thu Mar 20 00:50:03 +0000 2014,446448548679151616,7442,760,3,2,0.005959476,has_photo, elise vere strikes pose amy lindy hall postcard series 
maasmuseum,Mon Mar 17 01:49:29 +0000 2014,445376344684118016,7442,760,0,1,0.1,has_no_media, max dupain chris vandyke 
maasmuseum,Fri Mar 14 01:59:33 +0000 2014,444291711557046272,7442,760,1,1,0.002430134,has_video, hear artists hadley maxwell discuss casting bust queen victoria work 
maasmuseum,Thu Mar 13 23:36:52 +0000 2014,444255806133768192,7442,760,0,1,0.090909091,has_no_media, video hadley maxwell making cinefoil casts object queen victoria bust work 
maasmuseum,Wed Mar 12 06:04:23 +0000 2014,443628551531544576,7442,760,0,1,0.083333333,has_no_media, sydney ferries built pleasure grounds 1910 attract customers ferry service 
maasmuseum,Tue Mar 11 22:56:55 +0000 2014,443520974403543040,7442,760,0,0,0.142857143,has_no_media, hey work long running love lace exhibition 
maasmuseum,Tue Mar 11 01:51:27 +0000 2014,443202510543925249,7442,760,0,0,0,has_no_media, epic hours casting completed hadley maxwell artwork 
maasmuseum,Tue Mar 11 00:47:03 +0000 2014,443186305254436864,7442,760,0,0,0,has_photo, artists subject cc 
maasmuseum,Tue Mar 11 00:41:32 +0000 2014,443184913395621888,7442,760,0,0,0,has_photo, casting queen victoria bust cc 
maasmuseum,Tue Mar 11 00:36:01 +0000 2014,443183527186542592,7442,760,1,1,0.002347418,has_photo, artists hadley maxwell begin casting queen victoria bust work shown 
maasmuseum,Tue Mar 11 00:33:53 +0000 2014,443182989543874560,7442,760,1,1,0.002406739,has_photo, queen victoria bust artists hadley maxwell cast work shown 
maasmuseum,Tue Mar 11 00:27:23 +0000 2014,443181356324237312,7442,760,0,0,0,has_no_media, cinefoil casts hadley maxwell 
maasmuseum,Tue Mar 11 00:19:03 +0000 2014,443179255459901441,7442,760,0,0,0,has_no_media,   
maasmuseum,Mon Mar 10 23:37:20 +0000 2014,443168759252258816,7442,760,0,0,0,has_no_media, hadley maxwell begin casting queen victoria bust phmcollection powerhouse museum 
maasmuseum,Mon Mar 10 22:31:37 +0000 2014,443152219886870528,7442,760,0,0,0,has_no_media, today turbine hall artists hadley maxwell making cast queen victoria bust 
maasmuseum,Sun Mar 09 13:20:48 +0000 2014,442651214312775682,7442,760,0,0,0,has_no_media, thanks rap glad enjoyed exhibition hope checked gm mobile app 
maasmuseum,Sun Mar 09 13:09:25 +0000 2014,442648350819487744,7442,760,0,0,0.090909091,has_no_media, ctd mame vice64 reliving classic retro games 
maasmuseum,Sun Mar 09 13:07:40 +0000 2014,442647911352893440,7442,760,0,0,0,has_no_media, glad enjoyed forget gm app tablet phone emulators like ctd 
maasmuseum,Fri Mar 07 05:54:18 +0000 2014,441814073877880832,7442,760,0,1,0.111111111,has_no_media, forget beatles australia exhibition opens arts centre melbourne tomorrow 
maasmuseum,Thu Mar 06 01:48:58 +0000 2014,441389946171961345,7442,760,0,0,0,has_no_media, world women cinema wow film festival 2014 free museum entry starts today 30pm 30pm 
maasmuseum,Wed Mar 05 01:30:45 +0000 2014,441022972338257920,7442,760,0,0,0,has_no_media, magnavox odyssey installed game masters exhibition powerhouse mus 
maasmuseum,Mon Mar 03 22:54:34 +0000 2014,440621280392269824,7442,760,0,0,0,has_video, sunday steam loco 3265 ran buxton shuttle trips thirlmere festival steam 
maasmuseum,Mon Mar 03 01:59:25 +0000 2014,440305412659630080,7442,760,0,0,0,has_no_media, philosophical bubbles link alcohol content powerhouse museum collection object h5 
maasmuseum,Sat Mar 01 13:12:27 +0000 2014,439750012952522754,7442,760,0,0,0.25,has_no_media, glad like mainly relating clothing including videos 
maasmuseum,Wed Feb 26 23:16:10 +0000 2014,438814776542515200,7442,760,0,0,0,has_no_media, meeting nasa driver curiosity rover vandi verna video link jpl calif casula high 
maasmuseum,Wed Feb 26 23:11:32 +0000 2014,438813611549413376,7442,760,0,0,0,has_no_media, streaming vandi tompkins driver nasa curiosity mars rover teleoperate mars lab rover 
maasmuseum,Wed Feb 26 00:25:59 +0000 2014,438469961212645377,7442,760,1,0,0.142857143,has_no_media, mining bush regeneration 
maasmuseum,Tue Feb 25 07:46:04 +0000 2014,438218323679903745,7442,760,6,2,0.011737089,has_photo, word strictly ballroom story opens april 2014 
maasmuseum,Mon Feb 24 06:42:25 +0000 2014,437839914860695552,7442,760,0,0,0,has_no_media, dramas confusing whale floating air hopefully visit day 
maasmuseum,Mon Feb 24 05:21:24 +0000 2014,437819528886501376,7442,760,0,0,0.166666667,has_no_media, hi puzzled realised powerhouse visited hovering beast 
maasmuseum,Mon Feb 24 03:16:48 +0000 2014,437788169920999424,7442,760,1,3,0.004907975,has_photo, carrington street wynyard station sydney cbd looked like 1900 
maasmuseum,Sun Feb 23 23:18:54 +0000 2014,437728300878688257,7442,760,0,0,0,has_no_media, hanging dick smith helicopter 
maasmuseum,Thu Feb 20 05:33:44 +0000 2014,436373078528888832,7442,760,0,0,0,has_no_media, noticed pumice beach lately 
maasmuseum,Wed Feb 19 00:38:21 +0000 2014,435936358968741888,7442,760,0,1,0.2,has_no_media, antarctic volcanoes sydney beaches link 
maasmuseum,Tue Feb 18 04:45:31 +0000 2014,435636168823439360,7442,760,1,0,0.111111111,has_no_media, 1970 television phmcollection daft punk powerhouse museum 
maasmuseum,Mon Feb 17 13:00:16 +0000 2014,435398292542074880,7442,760,0,0,0,has_no_media, dig zagora archaeologist adela sobotkova irma havlicek powerhouse museum web producer 
maasmuseum,Mon Feb 17 05:41:21 +0000 2014,435287835000991744,7442,760,1,1,0.333333333,has_no_media, 1951 grant featherston chair phmuseum collection designed chair 1947 
maasmuseum,Mon Feb 17 02:25:04 +0000 2014,435238439123161088,7442,760,0,0,0,has_no_media, shooting photo stories collection objects today including prosthetic eyes 
maasmuseum,Mon Feb 17 00:27:25 +0000 2014,435208829152677888,7442,760,0,0,0,has_no_media, neons museums sydney neon signs 
maasmuseum,Fri Feb 14 03:40:57 +0000 2014,434170372204683264,7442,760,0,0,0,has_no_media, love jewelleryare associated valentine day ist new idea 
maasmuseum,Thu Feb 13 03:41:06 +0000 2014,433808019407646720,7442,760,0,0,0,has_no_media, remembers mario game donkey kong play 100 games game masters 
maasmuseum,Tue Feb 11 22:44:20 +0000 2014,433370948230586369,7442,760,0,0,0,has_photo, photographers love opportunity capture ape bench 1900 tyrrell collection 
maasmuseum,Mon Feb 10 03:53:01 +0000 2014,432723856852148225,7442,760,0,1,0.5,has_no_media, yes bags strollers cloaked free turn right admissions counter enter museum enjoy 
maasmuseum,Mon Feb 10 01:33:59 +0000 2014,432688866789576704,7442,760,2,1,0.75,has_no_media, remembers classic arcade game asteroids play day exhibition game masters 
maasmuseum,Sun Feb 09 23:22:20 +0000 2014,432655736208777216,7442,760,0,0,0.5,has_no_media, says love like water rat fur coat 
maasmuseum,Sun Feb 09 22:16:25 +0000 2014,432639146734010370,7442,760,8,2,1.111111111,has_photo, sydney suits king street 1900 
maasmuseum,Fri Feb 07 00:57:43 +0000 2014,431592575523233792,7442,760,0,5,0.6,has_photo, rough road lady carrington drive 1883 royal national park 
maasmuseum,Wed Feb 05 12:16:47 +0000 2014,431038692237393921,7442,760,0,0,0.5,has_no_media, excitement clearly 
maasmuseum,Wed Feb 05 06:53:39 +0000 2014,430957373553778688,7442,760,0,0,0.5,has_no_media, think mean 
maasmuseum,Tue Feb 04 23:12:06 +0000 2014,430841221221584896,7442,760,2,0,0.285714286,has_no_media, know hacking river named convict twice sentenced death 
maasmuseum,Tue Feb 04 12:53:35 +0000 2014,430685567433838592,7442,760,0,0,0.076923077,has_no_media, dig zagora ancient technique using cuttlebone moulds make jewellery 
maasmuseum,Tue Feb 04 05:22:00 +0000 2014,430571920690388993,7442,760,4,4,0.75,has_photo, love shoes like phmcollection 
maasmuseum,Mon Feb 03 00:59:23 +0000 2014,430143446310191104,7442,760,0,0,0,has_no_media, yes sheep bursting wall oopsatoreum inventions begin daring act 
maasmuseum,Fri Jan 31 05:01:08 +0000 2014,429117117875515392,7442,760,0,0,0,has_no_media, school queen 
maasmuseum,Thu Jan 30 23:48:27 +0000 2014,429038431637737472,7442,760,1,0,0.333333333,has_no_media, 2014 chinese new year 
maasmuseum,Thu Jan 30 06:18:17 +0000 2014,428774148048191488,7442,760,1,0,0.5,has_no_media, love shoes joseph box shoe collection powerhouse museum 
maasmuseum,Wed Jan 29 04:44:24 +0000 2014,428388131058876417,7442,760,36,15,0.811594203,has_photo, perfect day beach sydney bondi beach looked like 1855 1923 
maasmuseum,Fri Jan 24 00:46:41 +0000 2014,426516368813334528,7442,760,1,1,1,has_photo, museumselfie lovin new directors dolla michael lost frocks 
