concupiscentia_,Thu Sep 15 11:43:01 +0000 2016,776385830772277248,0,0,0,0,what is astrobiology
astrrobiology,Thu Sep 15 11:55:05 +0000 2016,776388866676633600,5511,3677,0,0,Asteroids Will Be Rest Stops on the Journey to Mars https://t.co/KdWda1QOcJ https://t.co/uObeDCWsOL
TSH_News,Thu Sep 15 12:06:29 +0000 2016,776391736180572160,3537,173,0,0,Complex organic molecules found on Rosetta's comet https://t.co/5CocjnM6qE #Rosetta #comet #67P #astrobiology #space https://t.co/EzWmf2rXIB
therealdjflux,Thu Sep 15 12:53:33 +0000 2016,776403580764946432,3043,1930,0,0,Any #astrobiologist want to work at @NASA_Johnson? You're in luck! Apply here: https://t.co/8IOKyf08M5 #astrobiology #NASAjobs #NASASocial
KlugeCtr,Thu Sep 15 13:12:05 +0000 2016,776408246269513728,5490,29,0,0,Today's symposium is led by #Astrobiology Chair @nccomfort  historian of science at Johns Hopkins University https://t.co/wzA6oiTSjO
KlugeCtr,Thu Sep 15 13:12:43 +0000 2016,776408404642435073,5490,29,0,0,Today's symposium is led by #Astrobiology Chair @nccomfort  historian of science at Johns Hopkins University https://t.co/wDg8hribzj
KlugeCtr,Thu Sep 15 13:16:27 +0000 2016,776409347022729217,5491,29,0,0,Mary Voytek  Sr Scientist for #Astrobiology at @NASA  talks how impt it is to think about the implications of new discoveries #LifeEmerges
KlugeCtr,Thu Sep 15 13:19:43 +0000 2016,776410166409306117,5491,29,0,0,Voytek: We know now that for life to emerge is not as hard as we once thought #LifeEmerges #astrobiology
AstrobiologyTop,Thu Sep 15 13:21:13 +0000 2016,776410545767329792,1085,4088,0,0,Follow the top Astrobiology stories for Sep 15 on our topical page: https://t.co/SbjEaZyVFY
OgNimaeb,Thu Sep 15 13:52:54 +0000 2016,776418517386039296,256,321,0,0,@AliumBritt absolutely! Recent discoveries on extremophiles almost make me wish I'd gone into astrobiology instead of astrophysics! :D
LucyAtFault,Thu Sep 15 14:01:27 +0000 2016,776420670448152576,151,526,0,0,#icanhazpdf  https://t.co/9c0BhuGLOS in Astrobiology if anyone has it? Thanks.
AstrobiologyTop,Thu Sep 15 14:07:39 +0000 2016,776422230276177920,1085,4087,0,0,USAJOBS - Job Announcement https://t.co/h9XiDEVKl4 via @therealdjflux
astrrobiology,Thu Sep 15 14:34:53 +0000 2016,776429082867183616,5511,3677,0,0,Top astrobiology influencers one should follow https://t.co/PrEObUaF4b
astrrobiology,Thu Sep 15 14:47:06 +0000 2016,776432155807232001,5511,3677,0,0,Napa's astronaut Kate Rubins speaks with old high school from ISS https://t.co/TN2IZVs3YI https://t.co/yyO46YlFaU
DrFunkySpoon,Thu Sep 15 14:52:21 +0000 2016,776433478229454848,18461,1205,0,0,Here’s how I described #astrobiology to @danielopeluso 8th grade science students: https://t.co/Wj9L9TqaRV
RaymondEnisuoh,Thu Sep 15 15:04:30 +0000 2016,776436538519367680,119,67,0,0,New Biology See: https://t.co/EjWUlzGELM … … … … … … …  … … …… … … … … … … … … … … … … … … … ……  … … … … … … … …… … … …… …… -MrsIGEnisuoh-
danielopeluso,Thu Sep 15 15:20:48 +0000 2016,776440637134483458,143,242,0,0,Huge thanks to @DrFunkySpoon for this! My students LOVED it and are very excited to learn more about #astrobiology https://t.co/Sc9bMz45Hg
KlugeCtr,Thu Sep 15 15:22:11 +0000 2016,776440986612305920,5496,29,0,0,Today's event is part of our @NASA/@Librarycongress research program in #Astrobiology: https://t.co/FCuviPPHn3
KlugeCtr,Thu Sep 15 15:22:59 +0000 2016,776441188576432128,5496,29,0,0,Today's event is part of our @NASA/@Librarycongress research program in #Astrobiology: https://t.co/FCuviPPHn3 #LifeEmerges
KlugeCtr,Thu Sep 15 15:58:10 +0000 2016,776450043750383616,5496,29,0,0,Now Luis Campos  incoming NASA/@librarycongress Chair in Astrobiology  on synthesizing life in the lab: https://t.co/1RKZ8xlERg #LifeEmerges
