user,created_time,tweet_id,user_follcount,user_following,retweet,favourite,has_media,message
BreakThruRadio,Wed Mar 16 23:00:31 +0000 2016,710239349816696832,9559,7058,0,0,has_no_media,What do #Nestle #Mars &amp; #TraderJoes have in common? They've all just #recalled TONS of food... https://t.co/0eXq3ACfeb
denverufos,Wed Mar 16 22:54:35 +0000 2016,710237858515312640,5988,5341,0,0,has_no_media,#MISSION TO #MARS : The Red Planet https://t.co/Yu8bNWCXBP
GeeksUniverseGU,Wed Mar 16 22:54:02 +0000 2016,710237720224931840,2,0,0,0,has_no_media,Search for Life on Mars - NEWS https://t.co/wmcUg6cvbO  #mars #space https://t.co/SN95yt4GnE
SeeYouGuysCom,Wed Mar 16 22:52:11 +0000 2016,710237254216720384,4943,4522,0,0,has_no_media,#Admirable Architecture : #Exterior view of my Mars Habitat concept @nasa #mars #space #ar… https://t.co/wZJJCVVvbD https://t.co/TwAZYaluYD
WasLifeOnMars,Wed Mar 16 22:50:59 +0000 2016,710236952503701504,38,82,0,0,has_no_media,Panoramic view of #Mars Sol 710 from Curiosity Rover https://t.co/VFsdwOPR38 https://t.co/kedNO0mvp7
maafreire,Wed Mar 16 22:49:20 +0000 2016,710236537330540544,82,163,0,0,has_no_media,#Mars #ExoMars 2016: Why We Keep Going Back to the Red Planet https://t.co/ZF7CDWqcpb via @sharethis
DemetriPerdikis,Wed Mar 16 22:39:16 +0000 2016,710234005069639680,12699,13177,0,0,has_no_media,#MARS ExoMars Phones Home En Route to Red Planet: The satellite to the Red Planet is called... https://t.co/y34LiEf1hD #PlanetExploration
OlaQueenBee,Wed Mar 16 22:33:38 +0000 2016,710232587390689280,1647,1924,0,0,has_video,Sex &amp; Astrology: #Mars in #Leo https://t.co/KMj12VXZ6b via @YouTube
AnnaPerssonDR,Wed Mar 16 22:30:13 +0000 2016,710231727571124224,4300,4481,0,0,has_no_media,Every week  MRO returns more data than the other six active #Mars missions combined. https://t.co/ePx9CrRiQT
ladyanakina,Wed Mar 16 22:30:04 +0000 2016,710231689759424512,1319,197,1,0,has_no_media,The Martian - Andy Weir #bookreview #scifi #mars https://t.co/ck7JCVykNm
digitalskeptic,Wed Mar 16 22:27:36 +0000 2016,710231066330722305,8177,4920,1,0,has_no_media,A #Map of #Mars Jules Verne could love.  (Awesome carto via @eleanor_lutz) https://t.co/2lgniM7ybg https://t.co/nBlWwWK7Bn
mitefpoland,Wed Mar 16 22:26:51 +0000 2016,710230877016629248,511,1029,1,1,has_no_media,YEEEEAAAAAHHHHHH! Thank you @Roscosmos for a rockin’ ride to #space! 7 months &amp; 500 million km to #Mars! By @ESA_TGO https://t.co/rtNaPUt3Zg
