https://twitter.com/SydScienceFest/status/633941156909330432,@ad_mico Must be geeky.  Pre-req geeky.,21,0.396226415,HER
https://twitter.com/SydScienceFest/status/633210757732143104,DK:  People will always get annoyed though.  I think @ABCmediawatch is actually having a go at me tonight. #askdrkarl #sydsciencefest,178,0.326007326,HER
https://twitter.com/SydScienceFest/status/634949666115731460,"AND  @ad_mico, @peter_rohde, @AWaardenberg, and @all_isee #sydsciencefest",10,0.181818182,HER
https://twitter.com/SydScienceFest/status/632789043525255168,"@MakerFaireSYD Preemptive use of the term ""finishes up""!",6,0.166666667,HER
https://twitter.com/SydScienceFest/status/632772737547702273,@Isab3lCortes Hi Isabel - its basically any kind of DIYbio anyone can do (within reason). Check out @thebiofoundry or @biocuriouslab for EGs,8,0.153846154,HER
https://twitter.com/SydScienceFest/status/631658119651680256,@AstroCate @maasmuseum do it,5,0.135135135,HER
https://twitter.com/SydScienceFest/status/632429121142845440,Robot destruction brings such great glee #sydsciencefest #robots @maasmuseum @MakerFaireSYD http://t.co/QbOmNjESJh,77,0.115269461,HER
https://twitter.com/SydScienceFest/status/632790447698546688,@MakerFaireSYD absolutely nothing!,4,0.114285714,HER
https://twitter.com/SydScienceFest/status/631733598094098432,Director @RoseHiscock is introducing the opening night of #sydsciencefest tonight at the @maasmuseum,6,0.096774194,HER
https://twitter.com/SydScienceFest/status/695868573743476736,#inspirational | via @twisteddoodles https://t.co/7LySiVCZer,90,0.087124879,HER
https://twitter.com/SydScienceFest/status/631744717995159552,Ruben Meerman (@surfnscientist) about to start a few experiments #ssf15 http://t.co/IvaryUj3IR,8,0.086956522,HER
https://twitter.com/SydScienceFest/status/702753899921416192,"VIDEO: Tardigrades wake up from being frozen for 30 years, blearily ask for a strong latte | https://t.co/Q63PRUUs6w https://t.co/xqA1JutoEt",15,0.081967213,HER
https://twitter.com/SydScienceFest/status/631996152536174592,Great to see so many school groups and kids enthusiastic about space and astronomy at the @maasmuseum today #ssf15,4,0.08,HER
https://twitter.com/SydScienceFest/status/634949635409248257,"For our Great Debate today, we have @phatmattbaker, Darren Curnoe, @josiendebie, @lisaharveysmith.... #sydsciencefest",6,0.077922078,HER
https://twitter.com/SydScienceFest/status/698405269152362496,*groan* https://t.co/wchlqWcWLF,53,0.074125874,HER
https://twitter.com/SydScienceFest/status/633192074355957760,"DK: There's a 6 part answer to this conundrum actually, and in the end is just a clever example of a colour illusion #ssf15",6,0.072289157,HER
https://twitter.com/SydScienceFest/status/632857429013696513,@ScienceAlert Thanks for the FB shoutout!,2,0.071428571,HER
https://twitter.com/SydScienceFest/status/631742184132206592,"Periodic bingo! Because lets be honest, you might never hear half the elements unless in some bingo theme game. http://t.co/y5T2QtQrBd",5,0.071428571,HER
https://twitter.com/SydScienceFest/status/669819649677225984,"Li-fi, internet 100 times faster than Wi-fi, arrives in the real world | via @sciencealert https://t.co/q2coUOdEoG https://t.co/aDjuKMjljQ",10,0.070921986,HER
https://twitter.com/SydScienceFest/status/631753315567599616,Dr  Maggie Adern-Pocock on stage (with her daughter) being interviewed by Ruben! http://t.co/gHSHNvRwH3,6,0.070588235,HER
https://twitter.com/SydScienceFest/status/710365727522312192,"@red7r Hi Max, thanks for reaching out. Can you please email us at sydneysciencefestival[at]maas[dot]museum? Thanks :)",3,0.069767442,HER
https://twitter.com/SydScienceFest/status/689010120148258817,Three LEDs and a motor make the coolest light ball you'll see today https://t.co/rnRRhGBZLV https://t.co/yOQoy6RnA7,10,0.068965517,HER
https://twitter.com/SydScienceFest/status/633940478015090688,"Alright, so guests tonight are David Singh, Dr Samantha Solon-Biet, @bijlarchitect and @FrBower  #sydsciencefest #kindathinky",10,0.065359477,HER
https://twitter.com/SydScienceFest/status/634291606007492608,"That's INCREDIBLE.  I can't even find my shoes, and they found a spacecraft in the middle of space using math. #sydsciencefest",4,0.063492063,HER
https://twitter.com/SydScienceFest/status/633939518576422913,@davevagg @KindaThinky Very nice @Vaklajos,5,0.063291139,HER
https://twitter.com/SydScienceFest/status/631997576724656128,"MP shows her students this photo and asks spot the scientist. And people go for the white, men #ssf15 http://t.co/FWL2ZSNoBY",12,0.062827225,HER
https://twitter.com/SydScienceFest/status/667187601221152769,We asked @lisaharveysmith how well she knows her ska bands. (We may have misunderstood her area of expertise) https://t.co/B5MY38FDDk,53,0.062647754,HER
https://twitter.com/SydScienceFest/status/724498223038140416,Free (that's right FREE!) programming workshops for the littlies put on by @CodeClubAus | https://t.co/oegRpCjG5x https://t.co/JDVrsz3Lm1,31,0.062626263,HER
https://twitter.com/SydScienceFest/status/632109214542860288,"KS gives us a quick little intro on Einstein, who actually wanted to be a teacher #ssf15",4,0.061538462,HER
https://twitter.com/SydScienceFest/status/696849285678309376,Most of our universe is missing! A talk on dark matter by @lisaharveysmith &amp; Tamara Davis | https://t.co/hvdyG5eDb5 https://t.co/WLhj3axH9a,64,0.059869036,HER
https://twitter.com/SydScienceFest/status/632849763612758016,"I mean, just look at this turnout #ssf15 http://t.co/Y9QPe5zP2M",6,0.056603774,HER
https://twitter.com/SydScienceFest/status/699492489829486592,Makers! Marrickville has a huge new Maker Space open to the public | via @concreteplay https://t.co/e7DFWJotTd https://t.co/idqks8mYBT,10,0.054945055,HER
https://twitter.com/SydScienceFest/status/634960408764280832,.@josiendebie vs. @phatmattbaker up now! #sydsciencefest,3,0.053571429,HER
https://twitter.com/SydScienceFest/status/634277647502151680,"Holmes' talk starts very soon, and we will be able to find out what a comet smells like! #sydsciencefest",3,0.053571429,HER
https://twitter.com/SydScienceFest/status/670109042812051456,"ICYMI, Adam from Mythbusters built a bomb out of screaming ducks and it's as gloriously weird as you'd expect https://t.co/EpAJ906XCj",6,0.053571429,HER
https://twitter.com/SydScienceFest/status/712886669079363584,Mathematical Translations | via @SMBCComics https://t.co/giW0exVLq1,9,0.053571429,HER
https://twitter.com/SydScienceFest/status/690671317574623232,Spiders! Films! Science! Oh my! Check out this film screening at @AustMus in February | https://t.co/qFCSc3mkck https://t.co/WRwcRGcRN6,21,0.052238806,HER
https://twitter.com/SydScienceFest/status/672916814905626625,"Too much TV as a young adult may impair midlife cognitive function, which explains a lot #thinkingishard https://t.co/uWcja6CPRW",3,0.050847458,HER
