(-7.2553100069566305, 'has_photo')
(-4.8855254003510575, 'habitat')
(-3.1536354727769988, 'hunger')
(-3.1147329050621773, 'god')
(-3.07016810193551, 'ebola')
(-2.9951755257693615, 'endalz')
(-2.9134007812367972, 'abortion')
(-2.6473523094138081, 'brantly')
(-2.6000305037615572, 'housing')
(-2.3874562798760595, 'homeless')
(-2.3802406429720855, 'lgbtq')
(-2.3545792350282868, 'womenbuild')
(-2.3370344408362045, 'jude')
(-2.2894176154179919, 'has_animated_gif')
(-2.2844201082760067, 'nepalearthquake')
(-2.2474297216491927, 'snap')
(-2.1550136509084803, 'redcross')
(-2.1483327911762706, 'msf')
(-2.1052014084588584, 'animals')
(-2.0937107354983948, 'meals')
(-2.0806837741512281, 'demdebate')
(-2.0534056786764796, 'haiti')
(-2.0217432057607625, 'christmas')
(-2.0058251414694239, 'alzheimer')
(-1.9641200129768444, 'notmycandidate')
(-1.9514932264607026, 'pray')
(-1.9442277980016807, 'ferguson')
(-1.9231540671664527, 'tpp')
(-1.9103867285167144, 'born')
(-1.9093422991458013, 'relief')
(-1.9015554194774347, 'gopdebate')
(-1.8973204726892094, 'amnesty')
(-1.895276271947989, 'habitatforhumanity')
(-1.8949639323251415, 'pp')
(-1.8693461954106945, 'iraq')
(-1.8632218373867, 'tornado')
(-1.8593037212112229, 'stand')
(-1.8360062850703738, 'whyrestore')
(-1.8239955451572751, 'serving')
(-1.8151623267539032, 'sandy')
(-1.801581939613732, 'food')
(-1.7945511553079747, 'blackpantherspbs')
(-1.7945242154203214, 'home')
(-1.7857440558244284, 'sotu')
(-1.7780160678731998, 'childhood')
(-1.7505825693790091, 'safe')
(-1.7497366530344092, 'gaza')
(-1.7474368052888096, 'families')
(-1.7378527747006294, 'military')
(-1.7294982885034422, 'lgbt')
(-1.7282683273222637, 'lord')
(-1.7227743117070018, 'people')
(-1.7098140117533667, 'helping')
(-1.7078562154987238, 'flintwatercrisis')
(-1.6827153341722421, 'equality')
(-1.6786117491137924, 'kent')
(-1.6682541691577573, 'christ')
(-1.6588197818863053, 'deserves')
(-1.6586223963555962, 'senate')
(-1.6557993533599142, 'southsudan')
(-1.6472356772800143, 'affordablehousing')
(-1.6458254380643436, 'torture')
(-1.6445091092317965, 'praying')
(-1.6388565040564855, 'moma')
(-1.637279420442973, 'breaking')
(-1.6355976358162101, 'mercy')
(-1.6344279879918218, 'habitatcwp')
(-1.6223844906671878, 'thks')
(-1.6207199291761316, 'shoeboxstories')
(-1.6114442202190751, 'samaritan')
(-1.6024536167794343, 'alaska')
(-1.6000663164122018, 'hope4moms')
(-1.5930036061424937, 'deathpenalty')
(-1.5807252810829966, 'homes')
(-1.5805203502832008, 'person')
(-1.5754938705136872, 'gospel')
(-1.5740645345595941, 'standwithpp')
(-1.573183011750251, 'drop')
(-1.5670997168502929, 'serve')
(-1.5518542063191916, 'jesus')
(-1.5240342602529733, 'restore')
(-1.5201393525782496, 'church')
(-1.507545621016614, 'storms')
(-1.5034477224911711, 'habitatonthehill')
(-1.4900780591415839, 'adoption')
(-1.4847081437966299, 'wewontgoback')
(-1.4791923677680392, 'ebolahearing')
(-1.4760878620036115, 'goat')
(-1.4697884896041606, 'hillary')
(-1.4696017248328763, 'actonclimate')
(-1.4674646064632391, 'risk_yes')
(-1.461396021552601, 'childhunger')
(-1.4543733961755925, 'million')
(-1.4498224148533683, 'amnestym2m')
(-1.4430582136004177, 'refugees')
(-1.437949505714416, 'birth')
(-1.4360382673084058, 'death')
(-1.4140269518906172, 'mothers')
(-1.4114648047282021, 'hurricane')
(-1.4094727010363735, 'retweet')
(-1.4080401066919861, 'homeownership')
(-1.3954931369591819, 'humanitarian')
(-1.3954751430576109, 'cleft')
(-1.3954751430576109, 'lip')
(-1.3888772315908569, 'milkdrive')
(-1.3822202159238866, 'stjude')
(-1.3817787707234028, 'lives')
(-1.3760762317490773, 'st')
(-1.3678395508868906, 'california')
(-1.3667379886863704, 'anti')
(-1.3638438101445058, 'worldwaterday')
(-1.3557473684797992, 'imwithher')
(-1.3493733443107998, 'bank')
(-1.3491213675301248, 'america')
(-1.343850030857354, 'heal')
(-1.3410550493449871, 'elephants')
(-1.3394228895103579, 'levels')
(-1.3331300145917726, 'doyourjob')
(-1.329746751257634, 'joy')
(-1.3262228193481471, 'thousands')
(-1.3235391880631804, 'habitatworld')
(-1.3208654745625503, 'rotary')
(-1.3206388045184145, 'demtownhall')
(-1.3168531637199212, 'reproductive')
(-1.3150779610722121, 'ppact4hillary')
(-1.3103903618816992, 'emergency')
(-1.3050645432290742, 'feed')
(-1.3039447262468262, 'bostonmarathon')
(-1.3020534188872102, 'solidarity')
(-1.301669650702171, 'shelters')
(-1.2991471445373017, 'shoebox')
(-1.2964540252694787, 'hungry')
(-1.2891254407133208, 'matisse')
(-1.2789736296143628, 'yemen')
(-1.277720142322698, 'blood')
(-1.2772522299903024, 'kunduz')
(-1.2753064958695599, 'has_hashtag')
(-1.2741702672020283, 'supplies')
(-1.2735581224212376, 'sp')
(-1.2653877325547978, 'humanrights')
(-1.2625030333318177, 'congress')
(-1.2607192089042891, 'freedom')
(-1.2563125589159343, 'patriots')
(-1.2452983438535199, 'urgent')
(-1.2449807844157463, 'homelessness')
(-1.242180010899355, 'operation')
(-1.2409101727492104, 'awareness')
(-1.2392833500816207, 'pet')
(-1.2323169768476727, 'refugee')
(-1.2317361888386358, 'goats')
(-1.2303222446237485, 'thankful')
(-1.2277872913430683, 'youthday')
(-1.2268370052149646, 'control')
(-1.2259371087211566, 'consider')
(-1.2228755445938246, 'metpubs')
(-1.2199788638930074, 'shares')
(-1.2168667211160953, 'bisexual')
(-1.2142518139908676, 'tell')
(-1.2120624019791357, 'law')
(-1.211940947060774, 'rise')
(-1.2045650359063083, 'gift')
(-1.195601726039669, 'differ_yes')
(-1.1934839716061396, 'wemakedisciples')
(-1.1913110798182303, 'wearehabitat')
(-1.1891840678603962, 'trevorlive')
(-1.1872509031582985, 'texas')
(-1.1869440271127654, 'smear')
(-1.1864826931872507, 'county')
(-1.186296307756691, 'healing4hewa')
(-1.1847881448291031, 'president')
(-1.1804609001931867, 'trans')
(-1.1769987066203702, 'americans')
(-1.1742698875955504, 'passed')
(-1.169900958106058, 'christian')
(-1.1696457974665959, 'cpr')
(-1.1689844570896681, 'didyouknow')
(-1.1640775734195197, 'inside')
(-1.1611102051085869, 'niger')
(-1.1597877843264399, 'continues')
(-1.1552566176731183, 'has_video')
(-1.1539966442415557, 'pastor')
(-1.1527886584105584, 'month')
(-1.1459214663249813, 'condomweek')
(-1.1441135252325316, 'vanuatu')
(-1.1424359750641429, 'heat')
(-1.1397959740238248, 'freeraif')
(-1.1394285220024929, 'execution')
(-1.1393559305283278, 'art')
(-1.1327981021500872, 'heart')
(-1.1303980007321035, 'snow')
(-1.129679836818227, 'banks')
(-1.1294128109189565, '866')
(-1.1280201141561672, '488')
(-1.1280201141561672, '7386')
(-1.1273698558291723, 'finds')
(-1.1273566507710897, 'grader')
(-1.1251444295675967, 'access')
(-1.1225359286674086, 'egypt')
(-1.1209200504303041, 'write4rights')
(-1.1208312883453895, 'hygiene')
(-1.1190407092999317, 'cross')
(-1.1176193736407563, 'saudi')
(-1.117271023651766, 'purse')
(-1.1142577775359495, 'earthquake')
(-1.1083376642942231, 'scotus')
(-1.106254719635736, 'consent')
(-1.1032526614172213, 'famine')
(-1.101989370800857, 'dog')
(-1.1006865340329375, 'suicide')
(-1.1000124937567857, 'usa')
(-1.0993000545499041, 'cruelty')
(-1.0939225222324009, 'ground')
(-1.0935445322133284, 'beating')
(-1.0915963169886471, 'provide')
(-1.0906852277797083, 'polio')
(-1.0904443082911639, 'ministry')
(-1.0891855040727281, 'feeding')
(-1.087227035901688, 'volunteering')
(-1.0860495240884707, 'syria')
(-1.083931558310506, 'purpleyourprofile')
(-1.0818467704082164, 'packing')
(-1.0771856362659744, 'sexed')
(-1.0754087620600905, 'happy')
(-1.074027330162505, 'parenthood')
(-1.0724092302603367, 'severe')
(-1.0714480379179852, 'living')
(-1.0707125527486465, 'buildathon')
(-1.0702129949867432, 'shelter')
(-1.069419911124059, 'matter')
(-1.0684311810800153, 'victory')
(-1.0667957920116975, 'response')
(-1.0633441122555327, 'nepal')
(-1.0614992008173034, 'laws')
(-1.0606085427567873, 'agirlcan')
(-1.0600173594941631, 'record')
(-1.0582916901224309, 'homeowners')
(-1.0581580115011315, 'injustice')
(-1.0575946001143803, 'release')
(-1.0571919178993776, 'finally')
(-1.0504145455353937, 'flu')
(-1.0498442614825942, 'christians')
(-1.0465262310397385, 'national')
(-1.0460183829117331, 'needed')
(-1.0443323813328036, 'farm')
(-1.041947036345872, 'flood')
(-1.0419349356386955, '000')
(-1.0419113803225986, 'useyourvoice')
(-1.0387840803920598, 'village')
(-1.0306221826630493, 'saudiarabia')
(-1.0246793391674551, 'self')
(-1.0210327376128654, 'france')
(-1.0181288117370204, 'single')
(-1.0160638624031051, 'meal')
(-1.0143682510695124, 'nationwide')
(-1.0134846468599668, 'mom')
(-1.0126175804921038, 'women')
(-1.0116365166942582, 'coffee')
(-1.0105052220607769, 'historic')
(-1.0085999915512545, 'seaworld')
(-1.0082542976032496, 'nevertrump')
(-1.0074838578476135, 'tips')
(-1.0065596154487548, 'reprorights')
(-1.0065409170020687, 'enjoy')
(-0.99833958602001005, 'negative')
(-0.99804948463655085, 'distributing')
(-0.99701978214841103, 'brightfuture')
(-0.99696218111844481, 'assistance')
(-0.98785317586415855, 'keeps')
(-0.98741807196013553, 'helped')
(-0.9873379129277996, 'discrimination')
(-0.98531920030726106, 'bible')
(-0.9830834411750542, 'years')
(-0.97854464890980997, 'transgender')
(-0.97749273541201032, 'paying')
(-0.97537748017803128, 'mil')
(-0.96917320431233178, 'disasters')
(-0.96444124400889653, 'abortions')
(-0.96340020440358898, 'churches')
(-0.96168659658855771, 'sport4peace')
(-0.96104809697591209, 'forests')
(-0.9536376389249559, 'arms')
(-0.95251428162100371, 'vegan')
(-0.95175379114657088, 'equalpay')
(-0.95081331559922277, 'tyler')
(-0.95063455357350612, 'couples')
(-0.95003057852792727, 'reprohealth')
(-0.94942756680065832, 'accesstocredit')
(-0.94585522177950621, 'womenandgirls')
(-0.94558320985712396, 'habitatshelter')
(-0.94529771778467686, 'bomb')
(-0.94323911183042319, 'cecilthelion')
(-0.94193920550128885, 'pigs')
(-0.94098840894798363, 'internship')
(-0.93986442634043976, 'philippines')
(-0.93749129886922977, 'policies')
(-0.93694175632628496, 'mass')
(-0.93671808134637558, 'latrines')
(-0.93567271839005506, 'sexual')
(-0.93557848729863746, 'flooding')
(-0.9339488147913102, 'individuals')
(-0.9336744117346556, 'able')
(-0.93234748013155189, 'religious')
(-0.93170167724555797, 'flint')
(-0.92952336077844677, 'freed')
(-0.92903611013917164, 'tfa25')
(-0.92759781054279655, 'tornadoes')
(-0.92604565236528791, 'affected')
(-0.92539588566748521, 'story')
(-0.92494712327768724, 'crime')
(-0.92358063022152304, 'mexico')
(-0.9235710637005351, 'remember')
(-0.92295922362921989, 'arctic')
(-0.92267849269977542, 'country')
(-0.92004186756782613, 'askdrkasich')
(-0.91907913356175952, 'calling')
(-0.91865891098508645, 'prices')
(-0.915607780381962, 'health')
(-0.91146702192424789, 'healthyfoodbankhub')
(-0.91100333133887013, 'adoptions')
(-0.91066724467822202, 'smiles')
(-0.90959534957716237, 'prayerrequest')
(-0.90878100023776931, 'boy')
(-0.90723914413416362, 'collegiatechallenge')
(-0.90609497357261692, 'dogs')
(-0.90550298633068083, 'habitatyb')
(-0.90527210465437158, 'rest')
(-0.90504406546612193, 'blizzard2016')
(-0.90456301381836324, 'standwithhrc')
(-0.9043340523198875, 'nature')
(-0.90264838312504592, 'mediterranean')
(-0.90185871994351807, 'eq')
(-0.89932595632131829, 'fake')
(-0.89908975281720627, 'ivory')
(-0.89831195871229064, 'international')
(-0.89655317965363668, 'responding')
(-0.89644585673987787, 'lawmaker')
(-0.89553273095338126, 'headquarters')
(-0.89469852391849392, 'species')
(-0.89422093499851718, 'surgery')
(-0.89274109837004034, 'serveayear')
(-0.8925002728875262, 'testimony')
(-0.89200958266384478, 'fridayfeeling')
(-0.88982844088795798, 'humanrightsferguson')
(-0.8891329342755796, 'facts')
(-0.88891539226622807, 'daleiden')
(-0.88778358966213089, 'raise')
(-0.8864948025050764, 'stop')
(-0.88495213523349625, 'received')
(-0.88252584431732062, 'burn')
(-0.87917793642480901, 'decent')
(-0.87820292834499236, 'reached')
(-0.87782446399754499, 'affirmed')
(-0.87603910720340794, 'milk')
(-0.87247276574288479, 'hospital')
(-0.87169664931843449, 'methane')
(-0.87018883604170949, 'fracking')
(-0.86981833589263635, 'monthly')
(-0.86977609865154393, 'selfcare')
(-0.86955341793369167, 'comingout')
(-0.86952663117170714, 'saw')
(-0.86927774813166625, 'inourcorner')
(-0.86863222078976798, 'cambodia')
(-0.86855031322062981, 'thanksbaby')
(-0.86764435958528208, 'included')
(-0.8656059101796939, 'discrep_yes')
(-0.86444409356791074, 'giftsfromtheheart')
(-0.86395471307637095, 'respond')
(-0.86279605149191463, 'deserve')
(-0.86186468824929963, 'federal')
(-0.86074881556572014, 'brave')
(-0.85929940399744309, 'corps')
(-0.8592892498306699, 'bhopal')
(-0.85781157123000185, 'warm')
(-0.85769331118872116, 'sudan')
(-0.85766639871677341, 'killing')
(-0.85741582089157908, 'wounded')
(-0.85685032204829803, 'nutrition')
(-0.85642172813751916, 'completed')
(-0.85632942507930987, 'nohatedebate')
(-0.85459272912733075, 'prevention')
(-0.85411653149775713, 'filled')
(-0.8540423784317186, 'hurricanepatricia')
(-0.85386622891295894, 'eliminate')
(-0.85112662275114737, 'vp')
(-0.85102315217431779, 'academy')
(-0.85077236763192166, 'homeowner')
(-0.85023932431676785, 'givewithmeaning')
(-0.84705549847342476, 'ugahabitat')
(-0.8465747556098826, 'chilling')
(-0.84306432729675185, 'japan')
(-0.84231607985255341, 'communities')
(-0.84187854575963095, 'investigate')
(-0.83857159037910156, 'nationalpuppyday')
(-0.83826357427922471, 'praise')
(-0.83715004092944045, 'batteries')
(-0.83558284231611046, 'involved')
(-0.83345705049498542, 'teams')
(-0.83325579625155621, 'humantrafficking')
(-0.83322149117411404, 'lt')
(-0.83183232777676541, 'sun')
(-0.83023915262085768, 'water4world')
(-0.82995540806099277, 'imprisoned')
(-0.82869345016967455, 'water')
(-0.82781271408998303, 'nkjv')
(-0.82484793984230564, 'scientists')
(-0.82370918578594532, 'posemo_yes')
(-0.82283928015714747, 'months')
(-0.82267368618289971, 'mississippi')
(-0.82207445185649874, 'worked')
(-0.8217820867986636, 'family')
(-0.82092439695828001, 'bolivia')
(-0.820492183631917, 'donkey')
(-0.8200728521968097, 'iran')
(-0.81917488072192313, 'child')
(-0.81900441723888118, 'rhino')
(-0.8168747387471319, 'believe')
(-0.81516793469345827, 'members')
(-0.81473901608045007, 'dayofthegirl')
(-0.81328833340277762, 'drc')
(-0.81221268992671114, 'rhinos')
(-0.81153195008342727, 'youth')
