Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Ruben Meerman (@surfnscientist) about to start a few experiments #ssf15 http://t.co/IvaryUj3IR	HER	has_photo	99.00	50.00	1.00	25.77	15.00	26.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
VIDEO: Tardigrades wake up from being frozen for 30 years  blearily ask for a strong latte | https://t.co/Q63PRUUs6w https://t.co/xqA1JutoEt	HER	has_photo	99.00	64.99	1.40	89.84	26.00	15.38	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	7.69	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Great to see so many school groups and kids enthusiastic about space and astronomy at the @maasmuseum today #ssf15	HER	has_no_media	86.18	85.38	19.27	99.00	19.00	15.79	10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	5.26	0.00	0.00	10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
For our Great Debate today  we have @phatmattbaker  Darren Curnoe  @josiendebie  @lisaharveysmith.... #sydsciencefest	HER	has_no_media	64.27	99.00	1.40	99.00	6.50	30.77	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
*groan* https://t.co/wchlqWcWLF	HER	has_photo	92.84	50.00	1.00	25.77	6.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00
DK: There's a 6 part answer to this conundrum actually  and in the end is just a clever example of a colour illusion #ssf15	HER	has_no_media	92.84	33.83	23.51	92.40	24.00	16.67	4.17	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	4.17	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
@ScienceAlert Thanks for the FB shoutout!	HER	has_no_media	99.00	95.20	1.00	99.00	6.00	33.33	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	16.67	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	16.67
Periodic bingo! Because lets be honest  you might never hear half the elements unless in some bingo theme game. http://t.co/y5T2QtQrBd	HER	has_photo	49.05	95.20	23.51	92.40	8.00	16.67	4.17	0.00	0.00	0.00	0.00	0.00	4.17	0.00	8.33	4.17	4.17	0.00	4.17	0.00	8.33	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	4.17
Li-fi  internet 100 times faster than Wi-fi  arrives in the real world | via @sciencealert https://t.co/q2coUOdEoG https://t.co/aDjuKMjljQ	HER	has_photo	99.00	35.01	83.83	25.77	26.00	19.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Dr  Maggie Adern-Pocock on stage (with her daughter) being interviewed by Ruben! http://t.co/gHSHNvRwH3	HER	has_photo	96.85	95.20	1.00	25.77	9.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56
@red7r Hi Max  thanks for reaching out. Can you please email us at sydneysciencefestival[at]maas[dot]museum? Thanks :)	HER	has_no_media	96.54	99.00	15.86	99.00	6.67	10.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00
Three LEDs and a motor make the coolest light ball you'll see today https://t.co/rnRRhGBZLV https://t.co/yOQoy6RnA7	HER	has_photo	87.57	80.77	1.00	25.77	23.00	13.04	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	8.70	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00
Alright  so guests tonight are David Singh  Dr Samantha Solon-Biet  @bijlarchitect and @FrBower  #sydsciencefest #kindathinky	HER	has_no_media	37.39	73.40	1.00	99.00	16.00	43.75	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00
That's INCREDIBLE.  I can't even find my shoes  and they found a spacecraft in the middle of space using math. #sydsciencefest	HER	has_no_media	54.14	7.67	99.00	25.77	7.00	14.29	0.00	0.00	0.00	0.00	0.00	9.52	4.76	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
@davevagg @KindaThinky Very nice @Vaklajos	HER	has_no_media	51.43	50.00	1.00	99.00	5.00	60.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MP shows her students this photo and asks spot the scientist. And people go for the white  men #ssf15 http://t.co/FWL2ZSNoBY	HER	has_photo	87.83	95.20	1.00	25.77	12.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
We asked @lisaharveysmith how well she knows her ska bands. (We may have misunderstood her area of expertise) https://t.co/B5MY38FDDk	HER	has_video	9.17	99.00	1.00	93.61	11.50	17.39	4.35	0.00	0.00	0.00	0.00	8.70	4.35	0.00	4.35	0.00	0.00	0.00	0.00	0.00	8.70	0.00	4.35	0.00	0.00	0.00	4.35	0.00	4.35	0.00	0.00	0.00
Free (that's right FREE!) programming workshops for the littlies put on by @CodeClubAus | https://t.co/oegRpCjG5x https://t.co/JDVrsz3Lm1	HER	has_photo	98.12	50.00	9.25	99.00	11.50	26.09	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	4.35
KS gives us a quick little intro on Einstein  who actually wanted to be a teacher #ssf15	HER	has_no_media	92.84	96.11	28.81	25.77	17.00	17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	5.88	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Most of our universe is missing! A talk on dark matter by @lisaharveysmith &amp; Tamara Davis | https://t.co/hvdyG5eDb5 https://t.co/WLhj3axH9a	HER	has_photo	97.77	87.57	1.40	1.00	13.00	19.23	0.00	3.85	0.00	0.00	3.85	0.00	0.00	0.00	3.85	0.00	0.00	3.85	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	3.85
I mean  just look at this turnout #ssf15 http://t.co/Y9QPe5zP2M	HER	has_photo	64.27	22.08	63.54	25.77	13.00	15.38	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Makers! Marrickville has a huge new Maker Space open to the public | via @concreteplay https://t.co/e7DFWJotTd https://t.co/idqks8mYBT	HER	has_photo	99.00	66.17	48.89	25.77	12.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	4.17
.@josiendebie vs. @phatmattbaker up now! #sydsciencefest	HER	has_no_media	92.84	50.00	98.01	25.77	3.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67
Holmes' talk starts very soon  and we will be able to find out what a comet smells like! #sydsciencefest	HER	has_no_media	63.17	94.27	50.35	25.77	9.50	5.26	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26
ICYMI  Adam from Mythbusters built a bomb out of screaming ducks and it's as gloriously weird as you'd expect https://t.co/EpAJ906XCj	HER	has_video	87.83	79.76	1.00	1.00	24.00	16.67	4.17	8.33	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Mathematical Translations | via @SMBCComics https://t.co/giW0exVLq1	HER	has_photo	98.75	50.00	4.97	25.77	9.00	44.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
Spiders! Films! Science! Oh my! Check out this film screening at @AustMus in February | https://t.co/qFCSc3mkck https://t.co/WRwcRGcRN6	HER	has_photo	96.08	33.83	48.89	25.77	4.80	29.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	4.17	0.00	0.00	16.67
Too much TV as a young adult may impair midlife cognitive function  which explains a lot #thinkingishard https://t.co/uWcja6CPRW	HER	has_no_media	87.28	81.84	2.40	25.77	22.00	27.27	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Just about to kick off the evening and open the doors! #sydsciencefest officially started	HER	has_no_media	99.00	50.00	99.00	25.77	7.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14
Tomorrow! @lisaharveysmith and Tamara Davis give a light talk on Dark Matter | @newscientist https://t.co/hvdyG5eDb5 https://t.co/nxfCCNhTVo	HER	has_photo	96.18	80.77	2.02	25.77	11.50	21.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	4.35
60% chance of Killbot Hellscape? I like those odds... | via @xkcdComic https://t.co/c2NcBnzUwp	HER	has_photo	92.84	26.60	7.84	25.77	5.33	25.00	6.25	6.25	0.00	6.25	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	6.25	0.00
It's freaky the difference in composition of garbage in different contexts #sydsciencefest #kindathinky	HER	has_no_media	99.00	1.07	94.81	1.00	13.00	53.85	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00
via @fosslien https://t.co/7qK7aaZ0Pa	HER	has_photo	98.75	50.00	4.97	25.77	9.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
Playing some casual tunes before the crowds roll in #ssf15 http://t.co/camffAprhf	HER	has_photo	99.00	74.76	43.37	99.00	15.00	13.33	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Dr Karl is now OFFICIALLY starting his talk and as anyone who knows how fast &amp; enthusiastically he talks  I'll do my best to tweet! #ssf15	HER	has_no_media	3.37	97.24	17.46	99.00	13.00	11.54	7.69	0.00	0.00	0.00	0.00	3.85	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	3.85	3.85	11.54	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85
Euahlayi Astronomy parallels with Einstein's space-time theory |  https://t.co/SEDxP4mbI9 https://t.co/YJwnY9YZhj	HER	has_photo	96.85	50.00	4.97	25.77	18.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
via @xkcdComic https://t.co/YBECVcwi4y	HER	has_photo	99.00	50.00	13.15	25.77	7.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00
A whole family getting into computing! So great to see young kids excited about STEM #ssf15 @MakerFaireSYD @Intelanz http://t.co/k9bhDSq4ql	HER	has_photo	96.18	80.77	2.02	99.00	11.50	26.09	8.70	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35	0.00	0.00	4.35	0.00	0.00	13.04	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35
Thank you @fakescience for bringing this terrible condition to our attention https://t.co/NqparZ5iol	HER	has_photo	84.57	99.00	7.84	25.77	16.00	37.50	6.25	6.25	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Space Jam Full house with 4 astronomers: Vanessa Moss  Lucyna Chudczer  @AstroKatie and @astropixie #sydsciencefest http://t.co/o8TAu203NE	HER	has_photo	92.84	50.00	3.37	25.77	20.00	35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
Packed house at @maasmuseum for Science Says  presented by @TheSciNation https://t.co/2u1ul7vTJF	HER	has_photo	99.00	72.17	1.00	25.77	17.00	23.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
Never date a physicist | Saturday Morning Breakfast Cereal #smbc https://t.co/QdgJYfPWsG https://t.co/0i6RMtMChm	HER	has_photo	86.59	50.00	43.37	25.77	20.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
This meant that when it was time to switch it back on  they had to CALCULATE where it would be in space #sydsciencefest	HER	has_no_media	5.04	66.81	94.19	25.77	23.00	8.70	0.00	0.00	0.00	0.00	0.00	4.35	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Opening by @equity_UTS  addressing the disappearance of women in STEM somewhere between HDR and full-time careers #sydsciencefest	HER	has_no_media	98.60	70.08	81.22	25.77	19.00	36.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Looking for a casual night of science chats? Rejoice! @nerdnitesyd is on in Surry Hills in December: https://t.co/X7XA9K8BxO	HER	has_photo	99.00	67.52	61.34	25.77	7.33	27.27	4.55	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	4.55	4.55
The UTS forum starts in half an hour  with Dr Maurizio Labbate and Dr Rachael Murrihy. #sydsciencefest	HER	has_no_media	99.00	50.00	28.81	25.77	8.50	29.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
.@Cmdr_Hadfield is with us tonight for #sydsciencefest.  Listen to a chat he had with @RNDrive yesterday http://t.co/j9wGhZtPC8	HER	has_no_media	96.29	98.80	1.00	25.77	11.00	27.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	9.09	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
A map of the world's scientific collaborations | https://t.co/ZLFqMdFyQG https://t.co/oOhC8T0HOo	HER	has_photo	99.00	50.00	1.00	25.77	17.00	23.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	0.00	0.00	0.00	0.00
Still packed  as @MakerFaireSYD finishes up it's second day at #ssf15 http://t.co/tJEjZj66NO	HER	has_photo	84.57	50.00	95.60	25.77	16.00	18.75	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
One week left to be part of the 2016 Sydney Science Festival! Applications close 7 March at https://t.co/MMj8D7yyTh https://t.co/dakNObtOvL	HER	has_photo	98.75	50.00	33.94	88.52	13.50	18.52	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	3.70
Science Teachers! Sign up for @CSIRO_ATNF's Astronomy course at the Parkes Observatory | https://t.co/vIkNUzWxUn https://t.co/E6Y61q1glE	HER	has_photo	99.00	50.00	2.02	25.77	11.50	26.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	4.35
@BiancaNogrady Creepy...but EXCITING!	HER	has_no_media	37.39	1.00	74.76	99.00	4.00	50.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00
Ready to be mesmerised AND use up your internet? Check out this high-res gif of one day on Earth  from 35 000km away https://t.co/Xn3qQf2uPO	HER	has_no_media	98.55	75.49	69.96	85.87	14.50	10.34	3.45	0.00	0.00	0.00	0.00	0.00	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.90	0.00	0.00	0.00	3.45	0.00	0.00	0.00	3.45	0.00
We had so much fun at last year's Science Festival! Two weeks left to apply for this year: https://t.co/MMj8D7QahR https://t.co/T9aNg1XLV7	HER	has_video	83.00	76.25	30.01	99.00	14.00	14.29	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	3.57
Everyone for #ssf15 tonight is just getting ready for @swfoto with a casual pre-show view. No biggie. http://t.co/Vwt5EBoJIY	HER	has_photo	92.84	50.00	1.00	93.61	7.67	17.39	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	8.70	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
This 3D printed sundial also shows the digital time. WHAT. https://t.co/XxSzELY54R	HER	has_animated_gif	51.43	50.00	1.00	25.77	5.00	26.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Titanosaurus: scientists unearth biggest dinosaur of all time. OF ALL TIME | via @guardian https://t.co/fddesXPD4K https://t.co/hZPuQyWvPR	HER	has_photo	99.00	50.00	27.39	25.77	11.50	34.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	4.35	0.00	8.70	0.00	0.00	0.00	0.00	0.00
Science Fiction meets Science Fact @maasmuseum next month with @adelaidesean &amp; @stargazer | https://t.co/DHv5EhUMRw https://t.co/8NbFaODPMx	HER	has_photo	96.29	67.52	2.40	25.77	22.00	36.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
Get as excited about science as this guy  because our events officially start tomorrow! #sydsciencefest http://t.co/a049nivgta	HER	has_animated_gif	65.29	93.30	3.37	96.76	10.00	35.00	5.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	5.00	10.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00
.@KenSilburn is soaring through so many scientific topics tonight; already covered memory  balance and electricity! #ssf15	HER	has_no_media	37.39	50.00	35.37	25.77	8.00	56.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25
Don't forget to check out all our great events coming up! #ssf15 http://t.co/9uTnMNXlLa	HER	has_no_media	92.84	72.17	28.81	98.87	8.50	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88	0.00	5.88	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88
.@phatmattbaker with his rhyming debate for population control #sydsciencefest http://t.co/Q5WBusSwed	HER	has_photo	97.54	92.33	1.00	25.77	14.00	42.86	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
Brian Greene is coming to Sydney to unravel some mysteries around string theory |@thinkincAU https://t.co/WjLsL1gX9f https://t.co/tqcssvGnuz	HER	has_photo	96.08	50.00	1.79	25.77	24.00	20.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Check out the amazing work Lucy Charlotte did for our programs this year! https://t.co/SltMAThoBo http://t.co/GeWMJVRcos	HER	has_animated_gif	92.84	80.77	2.02	93.61	11.50	21.74	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	4.35	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	4.35
