tweet,label
is_analytic_yes is_clout_yes posemo_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_tone_yes posemo_yes insight_yes cause_yes see_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes is_clout_yes discrep_yes tentat_yes affiliation_yes netspeak_yes,LER
is_authentic_yes is_tone_yes posemo_yes cause_yes tentat_yes differ_yes hear_yes power_yes netspeak_yes,LER
insight_yes see_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_no see_yes hear_yes power_yes netspeak_yes,LER
posemo_yes power_yes netspeak_yes,LER
is_authentic_no posemo_yes insight_yes discrep_yes see_yes hear_yes power_yes netspeak_yes,LER
is_clout_no is_authentic_no cause_yes discrep_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes is_tone_yes posemo_yes see_yes hear_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_authentic_no is_tone_yes posemo_yes insight_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_no posemo_yes negemo_yes anger_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_yes posemo_yes insight_yes differ_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_no achieve_yes power_yes netspeak_yes,LER
is_analytic_yes cause_yes see_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes insight_yes power_yes netspeak_yes,LER
is_analytic_yes is_clout_yes posemo_yes cause_yes discrep_yes achieve_yes reward_yes netspeak_yes,LER
is_clout_yes is_authentic_no posemo_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
hear_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes see_yes hear_yes power_yes netspeak_yes,LER
is_authentic_no posemo_yes certain_yes affiliation_yes achieve_yes netspeak_yes,LER
is_clout_yes is_authentic_no hear_yes power_yes reward_yes netspeak_yes,LER
is_authentic_no is_tone_yes posemo_yes see_yes reward_yes netspeak_yes,LER
is_analytic_yes is_clout_yes posemo_yes negemo_yes anger_yes cause_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes insight_yes power_yes netspeak_yes,LER
is_clout_yes is_tone_yes posemo_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes posemo_yes negemo_yes anger_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
hear_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes,LER
is_analytic_no posemo_yes certain_yes affiliation_yes achieve_yes netspeak_yes,LER
is_clout_yes is_authentic_yes posemo_yes insight_yes cause_yes certain_yes affiliation_yes netspeak_yes,LER
posemo_yes negemo_yes anx_yes reward_yes netspeak_yes,LER
is_analytic_no is_clout_no is_authentic_yes differ_yes netspeak_yes,LER
reward_yes netspeak_yes,LER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes hear_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes see_yes hear_yes power_yes netspeak_yes,LER
is_authentic_no is_tone_no negemo_yes anger_yes certain_yes affiliation_yes achieve_yes netspeak_yes,LER
is_analytic_no is_clout_no is_authentic_no is_tone_no negemo_yes sad_yes netspeak_yes,LER
is_clout_yes is_authentic_yes cause_yes affiliation_yes netspeak_yes,LER
is_analytic_no differ_yes reward_yes netspeak_yes,LER
netspeak_yes,LER
affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes cause_yes see_yes affiliation_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes is_authentic_no hear_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_no hear_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_authentic_no netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_no is_tone_yes posemo_yes cause_yes affiliation_yes power_yes netspeak_yes,LER
insight_yes tentat_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes see_yes hear_yes power_yes netspeak_yes,LER
posemo_yes differ_yes achieve_yes netspeak_yes,LER
is_authentic_yes tentat_yes netspeak_yes,LER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes affiliation_yes power_yes netspeak_yes,LER
cause_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_yes hear_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes hear_yes achieve_yes power_yes netspeak_yes,LER
is_authentic_no is_tone_no negemo_yes sad_yes discrep_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes negemo_yes hear_yes achieve_yes power_yes netspeak_yes,LER
affiliation_yes achieve_yes power_yes risk_yes,LER
is_clout_yes is_authentic_yes insight_yes affiliation_yes power_yes,LER
is_analytic_no is_clout_yes posemo_yes certain_yes affiliation_yes achieve_yes power_yes reward_yes,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes certain_yes affiliation_yes achieve_yes power_yes reward_yes,LER
achieve_yes netspeak_yes,LER
is_analytic_yes is_clout_yes posemo_yes cause_yes certain_yes affiliation_yes achieve_yes power_yes,LER
is_analytic_yes cause_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes is_clout_yes posemo_yes hear_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes posemo_yes cause_yes certain_yes hear_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes affiliation_yes power_yes netspeak_yes,LER
is_authentic_yes netspeak_yes,LER
is_analytic_no is_authentic_yes discrep_yes tentat_yes differ_yes netspeak_yes,LER
is_analytic_yes is_tone_no negemo_yes anger_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
posemo_yes discrep_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes posemo_yes negemo_yes sad_yes tentat_yes see_yes achieve_yes reward_yes netspeak_yes,LER
is_analytic_no is_clout_yes posemo_yes discrep_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes is_tone_yes posemo_yes cause_yes achieve_yes power_yes reward_yes netspeak_yes,LER
posemo_yes insight_yes reward_yes netspeak_yes,LER
is_analytic_yes cause_yes affiliation_yes power_yes netspeak_yes,LER
netspeak_yes,LER
is_analytic_no is_clout_yes posemo_yes insight_yes cause_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_clout_yes posemo_yes tentat_yes reward_yes netspeak_yes,LER
posemo_yes discrep_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes see_yes achieve_yes power_yes netspeak_yes,LER
hear_yes feel_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no posemo_yes tentat_yes reward_yes netspeak_yes,LER
is_authentic_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes insight_yes see_yes hear_yes power_yes netspeak_yes,LER
posemo_yes reward_yes netspeak_yes,LER
is_analytic_no is_authentic_no posemo_yes negemo_yes sad_yes tentat_yes reward_yes netspeak_yes,LER
discrep_yes tentat_yes see_yes reward_yes netspeak_yes,LER
posemo_yes cause_yes discrep_yes tentat_yes certain_yes differ_yes netspeak_yes,LER
is_analytic_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes insight_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_no is_authentic_yes posemo_yes cause_yes differ_yes hear_yes power_yes netspeak_yes nonflu_yes,LER
is_clout_yes is_authentic_no discrep_yes tentat_yes differ_yes see_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes affiliation_yes netspeak_yes,LER
is_analytic_yes posemo_yes hear_yes risk_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes is_tone_no negemo_yes anger_yes cause_yes see_yes power_yes netspeak_yes,LER
is_authentic_no posemo_yes certain_yes hear_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_clout_yes affiliation_yes netspeak_yes,LER
is_analytic_yes posemo_yes see_yes hear_yes power_yes risk_yes netspeak_yes,LER
is_clout_yes is_authentic_no insight_yes see_yes affiliation_yes power_yes netspeak_yes,LER
is_clout_no posemo_yes differ_yes netspeak_yes,LER
is_analytic_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_authentic_no cause_yes tentat_yes certain_yes achieve_yes netspeak_yes,LER
is_analytic_yes is_clout_yes is_authentic_yes cause_yes affiliation_yes netspeak_yes,LER
is_analytic_no is_tone_yes posemo_yes cause_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes tentat_yes netspeak_yes,LER
is_analytic_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes cause_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_no is_authentic_no is_tone_yes posemo_yes cause_yes certain_yes reward_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes cause_yes certain_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes certain_yes see_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_clout_yes posemo_yes tentat_yes affiliation_yes power_yes reward_yes netspeak_yes,LER
is_clout_yes is_tone_yes posemo_yes certain_yes see_yes affiliation_yes netspeak_yes,LER
posemo_yes tentat_yes achieve_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,LER
is_analytic_yes is_tone_yes posemo_yes cause_yes certain_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_tone_yes posemo_yes tentat_yes achieve_yes reward_yes netspeak_yes,LER
is_clout_no is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes differ_yes power_yes netspeak_yes,LER
cause_yes power_yes netspeak_yes,LER
is_analytic_no tentat_yes netspeak_yes,LER
is_authentic_no posemo_yes cause_yes certain_yes netspeak_yes,LER
posemo_yes insight_yes cause_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes discrep_yes power_yes,LER
is_clout_yes is_tone_no negemo_yes affiliation_yes achieve_yes power_yes reward_yes,LER
is_analytic_no is_tone_yes posemo_yes certain_yes differ_yes achieve_yes power_yes,LER
is_analytic_no is_clout_yes insight_yes discrep_yes tentat_yes differ_yes affiliation_yes achieve_yes power_yes reward_yes,LER
is_analytic_no is_authentic_yes is_tone_no negemo_yes tentat_yes differ_yes affiliation_yes achieve_yes power_yes reward_yes,LER
is_tone_no negemo_yes affiliation_yes power_yes,LER
is_clout_yes posemo_yes cause_yes see_yes affiliation_yes achieve_yes power_yes,LER
is_analytic_no is_clout_yes is_authentic_yes is_tone_yes posemo_yes insight_yes affiliation_yes power_yes,LER
is_clout_yes cause_yes discrep_yes power_yes,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes cause_yes discrep_yes affiliation_yes achieve_yes power_yes,LER
is_tone_yes posemo_yes certain_yes power_yes reward_yes,LER
is_analytic_yes is_authentic_no hear_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_no certain_yes affiliation_yes assent_yes,LER
is_analytic_no is_tone_yes posemo_yes cause_yes power_yes netspeak_yes,LER
is_analytic_no is_authentic_yes is_tone_yes posemo_yes negemo_yes discrep_yes differ_yes affiliation_yes power_yes risk_yes,LER
is_authentic_yes is_tone_no negemo_yes sad_yes certain_yes power_yes,LER
is_analytic_yes is_clout_no is_tone_no negemo_yes sad_yes discrep_yes differ_yes power_yes,LER
insight_yes power_yes netspeak_yes,LER
is_clout_no is_authentic_yes differ_yes netspeak_yes,LER
insight_yes cause_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_yes posemo_yes tentat_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_authentic_yes insight_yes certain_yes netspeak_yes,LER
is_analytic_yes is_authentic_no is_tone_no negemo_yes anger_yes differ_yes achieve_yes power_yes risk_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_no posemo_yes insight_yes discrep_yes tentat_yes achieve_yes netspeak_yes,LER
is_analytic_no is_authentic_no posemo_yes discrep_yes see_yes netspeak_yes,LER
is_analytic_yes posemo_yes negemo_yes reward_yes risk_yes netspeak_yes,LER
insight_yes achieve_yes netspeak_yes,LER
is_authentic_no hear_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_analytic_no is_tone_yes posemo_yes insight_yes cause_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes is_tone_no negemo_yes sad_yes power_yes netspeak_yes,LER
is_clout_yes tentat_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_no netspeak_yes,LER
netspeak_yes,LER
is_analytic_no is_authentic_yes is_tone_yes posemo_yes tentat_yes netspeak_yes,LER
is_analytic_no is_authentic_no is_tone_no negemo_yes sad_yes tentat_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_tone_yes posemo_yes cause_yes certain_yes netspeak_yes,LER
is_analytic_yes insight_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_no is_authentic_no is_tone_no negemo_yes sad_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes is_tone_yes posemo_yes insight_yes affiliation_yes power_yes netspeak_yes,LER
posemo_yes cause_yes netspeak_yes,LER
is_authentic_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_no posemo_yes discrep_yes tentat_yes differ_yes achieve_yes reward_yes netspeak_yes,LER
is_authentic_no is_tone_no negemo_yes power_yes netspeak_yes,LER
is_analytic_yes hear_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes affiliation_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no posemo_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_clout_yes posemo_yes cause_yes see_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes power_yes netspeak_yes,LER
is_clout_yes is_tone_yes posemo_yes cause_yes certain_yes affiliation_yes achieve_yes netspeak_yes,LER
is_analytic_yes is_tone_no negemo_yes anger_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes is_tone_no negemo_yes anger_yes see_yes hear_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes is_tone_yes posemo_yes netspeak_yes,LER
is_analytic_yes power_yes netspeak_yes,LER
is_analytic_yes cause_yes achieve_yes netspeak_yes,LER
is_analytic_yes is_clout_yes discrep_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes reward_yes netspeak_yes,LER
is_analytic_yes is_clout_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes see_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
cause_yes see_yes netspeak_yes,LER
is_clout_no is_authentic_yes is_tone_no negemo_yes sad_yes cause_yes differ_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes affiliation_yes achieve_yes netspeak_yes,LER
is_analytic_no is_tone_yes posemo_yes insight_yes cause_yes power_yes netspeak_yes,LER
is_analytic_no is_authentic_no posemo_yes insight_yes cause_yes reward_yes netspeak_yes,LER
cause_yes affiliation_yes power_yes risk_yes netspeak_yes,LER
is_analytic_no is_clout_no differ_yes netspeak_yes,LER
is_tone_no negemo_yes cause_yes affiliation_yes achieve_yes power_yes risk_yes netspeak_yes,LER
is_authentic_yes cause_yes achieve_yes power_yes netspeak_yes,LER
is_tone_no negemo_yes cause_yes differ_yes affiliation_yes netspeak_yes,LER
is_analytic_yes posemo_yes negemo_yes tentat_yes see_yes power_yes reward_yes risk_yes netspeak_yes,LER
is_analytic_yes hear_yes achieve_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no insight_yes netspeak_yes,LER
is_clout_yes posemo_yes discrep_yes tentat_yes differ_yes achieve_yes power_yes reward_yes netspeak_yes assent_yes,LER
is_analytic_yes is_tone_yes posemo_yes tentat_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes insight_yes cause_yes power_yes netspeak_yes,LER
is_clout_yes posemo_yes tentat_yes reward_yes netspeak_yes,LER
is_tone_yes posemo_yes achieve_yes power_yes reward_yes risk_yes netspeak_yes,LER
is_analytic_yes power_yes netspeak_yes,LER
is_analytic_no is_authentic_yes differ_yes,LER
is_analytic_yes tentat_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_no is_authentic_no posemo_yes tentat_yes affiliation_yes power_yes netspeak_yes,LER
is_clout_yes discrep_yes tentat_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes discrep_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes is_clout_yes posemo_yes discrep_yes hear_yes netspeak_yes,LER
is_analytic_no is_clout_yes discrep_yes affiliation_yes power_yes netspeak_yes,LER
is_authentic_yes posemo_yes tentat_yes differ_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes power_yes netspeak_yes,LER
is_analytic_no is_tone_no negemo_yes sad_yes tentat_yes certain_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes tentat_yes affiliation_yes power_yes netspeak_yes,LER
is_clout_yes posemo_yes discrep_yes tentat_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_no is_clout_no is_authentic_yes netspeak_yes,LER
is_authentic_yes cause_yes affiliation_yes achieve_yes netspeak_yes,LER
is_clout_yes affiliation_yes power_yes netspeak_yes,LER
is_authentic_no is_tone_yes posemo_yes see_yes affiliation_yes netspeak_yes,LER
is_analytic_no is_clout_yes posemo_yes tentat_yes affiliation_yes power_yes reward_yes netspeak_yes,LER
is_analytic_no differ_yes affiliation_yes power_yes netspeak_yes,LER
cause_yes feel_yes affiliation_yes achieve_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_analytic_no is_authentic_no is_tone_yes posemo_yes cause_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_no is_clout_no cause_yes differ_yes netspeak_yes,LER
is_clout_no differ_yes netspeak_yes,LER
is_analytic_yes is_clout_yes is_authentic_no hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
power_yes reward_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes power_yes netspeak_yes,LER
is_authentic_no achieve_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes cause_yes tentat_yes certain_yes power_yes reward_yes risk_yes netspeak_yes,LER
is_authentic_yes power_yes netspeak_yes,LER
is_analytic_yes tentat_yes netspeak_yes,LER
is_authentic_no is_tone_yes posemo_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes is_tone_no negemo_yes anx_yes discrep_yes power_yes risk_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes see_yes power_yes netspeak_yes,LER
is_clout_yes posemo_yes tentat_yes see_yes power_yes netspeak_yes,LER
is_analytic_yes is_clout_no is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes differ_yes power_yes netspeak_yes,LER
is_clout_yes posemo_yes discrep_yes tentat_yes differ_yes affiliation_yes reward_yes netspeak_yes assent_yes,LER
is_authentic_no cause_yes affiliation_yes achieve_yes risk_yes netspeak_yes,LER
is_authentic_no is_tone_no negemo_yes anger_yes cause_yes feel_yes achieve_yes power_yes netspeak_yes,LER
is_clout_yes cause_yes hear_yes power_yes netspeak_yes,LER
is_authentic_no hear_yes netspeak_yes,LER
is_tone_yes posemo_yes insight_yes cause_yes discrep_yes achieve_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes insight_yes cause_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_no is_tone_no negemo_yes anger_yes insight_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes see_yes hear_yes power_yes netspeak_yes,LER
posemo_yes negemo_yes anger_yes insight_yes differ_yes affiliation_yes achieve_yes reward_yes netspeak_yes,LER
is_clout_yes is_authentic_no posemo_yes negemo_yes anger_yes affiliation_yes netspeak_yes,LER
is_authentic_no is_tone_no negemo_yes anger_yes achieve_yes netspeak_yes,LER
is_analytic_yes is_clout_yes is_authentic_no insight_yes discrep_yes affiliation_yes reward_yes netspeak_yes,LER
is_tone_yes posemo_yes hear_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes see_yes hear_yes power_yes netspeak_yes,LER
is_authentic_no is_tone_yes posemo_yes cause_yes achieve_yes power_yes netspeak_yes,LER
is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes cause_yes netspeak_yes,LER
posemo_yes insight_yes cause_yes affiliation_yes power_yes netspeak_yes,LER
is_analytic_yes discrep_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes insight_yes cause_yes certain_yes power_yes reward_yes netspeak_yes,LER
is_clout_yes is_authentic_yes posemo_yes insight_yes tentat_yes power_yes reward_yes netspeak_yes,LER
is_analytic_yes posemo_yes power_yes netspeak_yes,LER
is_analytic_yes is_clout_yes is_tone_no negemo_yes anger_yes cause_yes hear_yes netspeak_yes,LER
cause_yes affiliation_yes achieve_yes power_yes risk_yes netspeak_yes,LER
is_authentic_no is_tone_no negemo_yes anger_yes certain_yes netspeak_yes,LER
is_analytic_no is_clout_yes cause_yes discrep_yes achieve_yes power_yes reward_yes risk_yes netspeak_yes,LER
is_analytic_yes power_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes cause_yes affiliation_yes netspeak_yes,LER
is_tone_no negemo_yes anger_yes cause_yes netspeak_yes,LER
is_analytic_yes is_authentic_no achieve_yes power_yes netspeak_yes,LER
is_clout_yes is_authentic_no is_tone_yes posemo_yes see_yes hear_yes affiliation_yes reward_yes risk_yes netspeak_yes,LER
is_analytic_no is_clout_yes is_authentic_no cause_yes discrep_yes see_yes affiliation_yes achieve_yes netspeak_yes,LER
is_authentic_no cause_yes discrep_yes affiliation_yes power_yes risk_yes netspeak_yes,LER
is_analytic_yes is_authentic_yes insight_yes tentat_yes power_yes netspeak_yes,LER
is_analytic_yes insight_yes tentat_yes power_yes reward_yes netspeak_yes,LER
see_yes power_yes netspeak_yes,LER
is_analytic_yes power_yes netspeak_yes,LER
is_analytic_yes insight_yes power_yes netspeak_yes,LER
is_analytic_no is_clout_no posemo_yes differ_yes achieve_yes netspeak_yes,LER
is_analytic_yes is_authentic_no hear_yes power_yes netspeak_yes,LER
is_clout_yes posemo_yes insight_yes cause_yes affiliation_yes achieve_yes power_yes netspeak_yes,LER
is_analytic_yes posemo_yes negemo_yes anger_yes cause_yes differ_yes achieve_yes power_yes netspeak_yes,LER
is_authentic_yes insight_yes affiliation_yes power_yes,LER
