loveofscience,Mon Aug 03 03:10:48 +0000 2015,5848,2907,0,2,0.0,Stabbed myself in the eye with spartina while attempting to uproot it. #fieldworkfail
loveofscience,Tue Jul 28 19:32:37 +0000 2015,5848,2907,1,2,0.0170998632011,If ravioli had faces.... https://t.co/FXJo5TmA6S
loveofscience,Mon Jul 27 18:50:44 +0000 2015,5848,2907,0,0,0.0,Oil droplets turn cells into tiny lasers http://t.co/HXwdFAVyXK
loveofscience,Tue Jul 21 19:55:53 +0000 2015,5848,2907,2,2,0.0341997264022,Montana Team Takes Home $1.5M In Ocean Health @XPRIZE  http://t.co/jeYsdu1Yb9
loveofscience,Tue Jul 21 17:55:14 +0000 2015,5848,2907,0,0,0.0,Likewise! https://t.co/7SvXleLcgz
loveofscience,Mon Jul 20 23:06:49 +0000 2015,5848,2907,1,3,0.0170998632011,Just a few minutes until the program begins! #teamocean @xprize http://t.co/IVZdtnZ5pA
loveofscience,Mon Jul 20 21:56:07 +0000 2015,5848,2907,2,2,0.0341997264022,At the @xprize Ocean Health Awards this evening. http://t.co/tCLotHB2b4
loveofscience,Mon Jul 20 12:46:05 +0000 2015,5848,2907,2,3,0.0341997264022,Saw the #mickfanning footage and are now worried about a #sharkattack? Don’t worry  your risk is pretty low http://t.co/Ea6QwyIZhB
loveofscience,Sun Jul 19 15:52:21 +0000 2015,5848,2907,1,0,0.0170998632011,Gorgeous shots.  https://t.co/gsAiOJPjtp
loveofscience,Fri Jul 17 18:55:43 +0000 2015,5848,2907,1,2,0.0170998632011,Australia's had a big problem with #invasive species  so they take biosecurity VERY seriously. http://t.co/MjxJVBbPMB
loveofscience,Fri Jul 17 18:23:39 +0000 2015,5848,2907,4,0,0.0683994528044,Oil slick near Great Barrier Reef is confirmed by Queensland government. http://t.co/usQcit31m9
loveofscience,Fri Jul 17 16:03:24 +0000 2015,5848,2907,1,0,0.0170998632011,Why Australia is right to tell Johnny Depp's wife to 'bugger off' with her dogs http://t.co/jACBTsWVVr
loveofscience,Thu Jul 16 13:06:12 +0000 2015,5848,2907,11,8,0.188098495212,Think great whites are the most popular shark? Think again! Here are 9 species preferred by #shark scientists http://t.co/KLV65dSzox
loveofscience,Thu Jul 16 12:00:05 +0000 2015,5848,2907,0,2,0.0,These Are The Sharks That Researchers Prefer To Great Whites @Forbes http://t.co/khu4s7jOJZ
loveofscience,Wed Jul 15 18:55:52 +0000 2015,5848,2907,6,6,0.102599179207,Rare great white #shark stranding in Cape Cod has happy ending http://t.co/wUZ5j8ixGm
loveofscience,Mon Jul 13 17:46:35 +0000 2015,5848,2907,0,0,0.0,ICYMI: Risk of a #shark attack is down significantly in California. http://t.co/0nPhCUCvFo
loveofscience,Fri Jul 10 23:09:08 +0000 2015,5848,2907,1,1,0.0170998632011,Someone please draw me a potato as a scalloped hammerhead. Potato body + fins + head. Oh pretty please. (See last tweet for reference)
loveofscience,Fri Jul 10 22:46:44 +0000 2015,5848,2907,2,2,0.0341997264022,Went to look up the scalloped hammerhead  and Google suggested scalloped potatoes. No  Google  I am not looking for potatoes.
loveofscience,Fri Jul 10 22:21:19 +0000 2015,5848,2907,8,7,0.136798905609,Still looking for a few more #shark #scientists to share their favorite shark species with me for a piece I'm working on. Please RT.
loveofscience,Fri Jul 10 18:13:56 +0000 2015,5848,2907,5,6,0.0854993160055,My first for @SciForbes: Shark Attack Risk in California Down Significantly Since 1950  Study Says http://t.co/4vLa8jNn9Y
loveofscience,Thu Jul 09 23:33:42 +0000 2015,5848,2907,1,1,0.0170998632011,#Shark scientists  I want to hear what your favorite species is and why. Please email me at wilkinae+sharks at gmail dot com.
loveofscience,Thu Jul 09 15:58:56 +0000 2015,5848,2907,0,0,0.0,Shark scientists: what is your favorite species of #shark  and why? Please email me at wilkinae+sharks at gmail dot com.
loveofscience,Thu Jul 09 15:25:10 +0000 2015,5848,2907,1,2,0.0170998632011,Woo  I got them all right! Had to think of the non-U.S. name for one of the species though. https://t.co/RLLuo0ofSH
loveofscience,Thu Jul 09 15:15:06 +0000 2015,5848,2907,0,0,0.0,I would LOVE to do this! https://t.co/V6onBdM2i7
loveofscience,Wed Jul 08 02:19:49 +0000 2015,5848,2907,0,0,0.0,Really excited to see my Cuba contacts on @SharkWeek's Tiburones special!
loveofscience,Wed Jul 08 02:07:15 +0000 2015,5848,2907,0,1,0.0,"So we're going with the ""monster shark"" narrative in the Tiburones special  I guess....Consider me disappointed. #SharkWeek"
loveofscience,Mon Jul 06 02:24:49 +0000 2015,5848,2907,1,3,0.0170998632011,I was all for diving off one of these oil rigs in the Gulf til they said they're preferred feeding grounds for mako sharks. #Sharkweek2015
loveofscience,Mon Jul 06 01:19:53 +0000 2015,5848,2907,1,1,0.0170998632011,Genitalia is confusing for some people I guess. https://t.co/cFHMjptqZi
loveofscience,Mon Jul 06 00:45:26 +0000 2015,5848,2907,0,0,0.0,It's great seeing how excited Greg Skomal is about his work. #Sharkweek2015
loveofscience,Mon Jul 06 00:41:31 +0000 2015,5848,2907,1,0,0.0170998632011,Gorgeous! https://t.co/Z028K9XXvB
loveofscience,Mon Jul 06 00:26:20 +0000 2015,5848,2907,0,1,0.0,Would LOVE to see that giant gathering of blacktip sharks in real life. #Sharkweek2015
loveofscience,Sat Jul 04 01:31:37 +0000 2015,5848,2907,0,1,0.0,SO excited for this!!! https://t.co/lJHnEc2j9Q
loveofscience,Wed Jul 01 13:03:33 +0000 2015,5848,2907,0,1,0.0,This photo is adorable and heartwarming. https://t.co/4WlQk02Ls5
loveofscience,Wed Jul 01 13:02:21 +0000 2015,5848,2907,0,0,0.0,Nothing is sacred  no place or no one is immune to hate. https://t.co/N7vYZOtG4H
loveofscience,Fri Jun 26 17:37:15 +0000 2015,5848,2907,0,4,0.0,Couldn't be happier at the news that #LoveWins
loveofscience,Wed Jun 24 22:25:27 +0000 2015,5848,2907,0,0,0.0,Stunning fluorescence seen in the Red Sea's deep water corals http://t.co/T9aWzJVwUX
loveofscience,Tue Jun 23 12:28:18 +0000 2015,5848,2907,0,0,0.0,Can anyone recommend an expert on light pollution? Preferably based in the U.S. or U.K.
loveofscience,Mon Jun 22 19:11:07 +0000 2015,5848,2907,1,0,0.0170998632011,Is it fair to call them shark ‘attacks’?  http://t.co/ZypsZQls4U
loveofscience,Fri Jun 19 22:25:26 +0000 2015,5848,2907,1,0,0.0170998632011,Important read by @nadiamdrake on the problems with @facebook's real name policy.  http://t.co/xoUtGDLIXF
loveofscience,Fri Jun 19 16:11:07 +0000 2015,5848,2907,4,2,0.0683994528044,Without near-perfect enforcement of Mexico's gillnet ban  it's game over for the vaquita http://t.co/H8mVRmIBS4
loveofscience,Fri Jun 19 14:08:42 +0000 2015,5848,2907,3,10,0.0512995896033,My first article for the @nytimes https://t.co/ufECHaPO5Z
loveofscience,Sun Jun 14 18:39:14 +0000 2015,5848,2907,9,1,0.15389876881,Tweeps: I'm looking for environmental sociologist available to provide outside comment on a study this afternoon. Anyone available?
loveofscience,Sat Jun 13 17:08:08 +0000 2015,5848,2907,0,0,0.0,#MyBoogieBoard is awesome. I want one to take home and play with. http://t.co/AQaa8HTV0W
loveofscience,Thu Jun 11 16:09:09 +0000 2015,5848,2907,0,5,0.0,Nice to see such a diverse panel on IUU fishing at #CHOW2015 http://t.co/lPm6N7EVBw
loveofscience,Thu Jun 11 15:37:08 +0000 2015,5848,2907,1,0,0.0170998632011,Deese says UK's est. Pitcairns  which displaced PRINMM as world's largest marine reserve  has sparked U.S.'s sense of competition. #CHOW2015
loveofscience,Thu Jun 11 14:16:43 +0000 2015,5848,2907,3,2,0.0512995896033,Towers says we need to romanticize ocean exploration in the same way we romanticized space exploration. #CHOW2015
loveofscience,Thu Jun 11 13:39:04 +0000 2015,5848,2907,0,0,0.0,First panel today at #CHOW2015 highlights ocean technology and research.
loveofscience,Wed Jun 10 20:28:01 +0000 2015,5848,2907,2,8,0.0341997264022,Today's ocean-themed jewelry: horseshoe crab earrings I made. http://t.co/4UI7zT28Bc
loveofscience,Tue Jun 09 23:27:29 +0000 2015,5848,2907,2,6,0.0341997264022,My dreams of trying lionfish were fulfilled at #oceanprom. All I can say is: YUM. #morelionfishplease http://t.co/GkGRixrb2S
loveofscience,Tue Jun 09 22:07:47 +0000 2015,5848,2907,0,5,0.0,More invert jewelry! Switched it up for #oceanprom http://t.co/xXwmXDC6uR
loveofscience,Tue Jun 09 22:05:52 +0000 2015,5848,2907,0,0,0.0,Anyone know which is the correct entrance for #oceanprom?
loveofscience,Tue Jun 09 20:17:49 +0000 2015,5848,2907,0,5,0.0,Capitol Hill Ocean Week doubles as Ocean Fashion Week for me. Today I wore a lovely giant squid necklace. #CHOW2015 http://t.co/L76l39vdqb
loveofscience,Tue Jun 09 19:38:39 +0000 2015,5848,2907,4,8,0.0683994528044,If you can't work w/ women  perhaps you should work in solitude. Where no one can hear your chauvinist thoughts. https://t.co/5Guui1fD1i
loveofscience,Tue Jun 09 17:03:31 +0000 2015,5848,2907,0,1,0.0,Still need to try lionfish. Hope there's some tomorrow at NOAA's Fish Fry. https://t.co/xlEbFiP9QZ
loveofscience,Tue Jun 09 16:49:57 +0000 2015,5848,2907,0,0,0.0,".@oceandoctor: ""Cuba listens to its scientists in terms of its policy  and that's one of its best assets."" #CHOW2015"
loveofscience,Tue Jun 09 16:31:19 +0000 2015,5848,2907,1,1,0.0170998632011,Every time I see a video of Cuba's reefs  it makes my heart happy. #CHOW2015
loveofscience,Tue Jun 09 16:27:37 +0000 2015,5848,2907,0,0,0.0,"Next up: ""The Promise and Potential for Collaborative Marine Conservation with Cuba"" with @OceanDoctor  @SenWhitehouse  &amp; more #CHOW2015"
loveofscience,Tue Jun 09 15:39:35 +0000 2015,5848,2907,3,2,0.0512995896033,"Holdren on role of National Ocean Policy: ""You can't manage what you can't measure""...calls for denser monitoring networks #CHOW2015"
loveofscience,Tue Jun 09 15:32:38 +0000 2015,5848,2907,3,3,0.0512995896033,3 themes of Arctic steering committee: improve economies/living conditions  safety/security/stewardship  coping w/ climate change #CHOW2015
loveofscience,Tue Jun 09 15:30:26 +0000 2015,5848,2907,0,0,0.0,Next up: Juliet Eilperin  John Holdren &amp; Christy Goldfuss discuss U.S. ocean policy #CHOW2015
loveofscience,Tue Jun 09 15:16:58 +0000 2015,5848,2907,1,2,0.0170998632011,I swear I'm an adult... http://t.co/WR19F8sWAR
loveofscience,Tue Jun 09 14:40:57 +0000 2015,5848,2907,0,2,0.0,I'll be tweeting from Capitol Hil Ocean Week for the next 3 days. You can also tune into the livestream: http://t.co/10t4WZ4A26 . #CHOW2015
loveofscience,Tue Jun 09 00:48:41 +0000 2015,5848,2907,0,0,0.0,You know  I didn't even think of that....*tries to twist open bottom of can*  https://t.co/Qy6MXTaheg
loveofscience,Tue Jun 09 00:45:48 +0000 2015,5848,2907,6,19,0.102599179207,I am a grown woman. I just bought Barbasol shaving cream because there was a pterodactyl on it. http://t.co/xqQvutuEkv
loveofscience,Mon Jun 08 20:10:51 +0000 2015,5848,2907,0,2,0.0,#oceanprom dress issue resolved. Looking forward to wearing it tomorrow night!
loveofscience,Mon Jun 08 19:10:57 +0000 2015,5848,2907,3,1,0.0512995896033,Google unveils new underwater 'street views'  just in time for #WorldOceansDay http://t.co/khJKmhDKkw HT @leirwin129
loveofscience,Mon Jun 08 19:07:33 +0000 2015,5848,2907,1,0,0.0170998632011,Can anyone ID this little guy? https://t.co/ZaJvwwOo1D
loveofscience,Mon Jun 08 15:55:45 +0000 2015,5848,2907,0,1,0.0,Newseum’s front pages go dark to commemorate journalists killed in the line of duty  http://t.co/WyaJ2ry5Uv #WithoutNews
loveofscience,Mon Jun 08 14:44:07 +0000 2015,5848,2907,0,0,0.0,No dress for #oceanprom bc @Nordstrom was supposed to ship my dress overnight and didn't...not once  but TWICE. #customerservicefail
loveofscience,Wed Jun 03 19:41:32 +0000 2015,5848,2907,0,2,0.0,I love this. @sarahkeartes  check it out. https://t.co/rqMHmOHMRT
loveofscience,Wed Jun 03 17:37:19 +0000 2015,5848,2907,0,1,0.0,Holy Crap. Water Really does Spin in Opposite Directions in the North and South Hemispheres http://t.co/iuOHPIarmx by @sarahkeartes
loveofscience,Wed Jun 03 17:10:46 +0000 2015,5848,2907,3,0,0.0512995896033,.@IUCNRedList for #EU marine fishes finds 7.5% of species threatened with extinction  IDs overfishing as major threat http://t.co/35fFpaL20X
loveofscience,Wed Jun 03 16:53:10 +0000 2015,5848,2907,15,3,0.256497948016,IUCN releases first assessment of EU marine fishes  finds 40.4% sharks and rays threatened with extinction http://t.co/cDQToLmaKR
loveofscience,Mon Jun 01 16:40:52 +0000 2015,5848,2907,2,4,0.0341997264022,Sawfish young found in Florida are first products of 'virgin birth' found in wild. #flatshark  https://t.co/6y7SDYJ0VV
loveofscience,Tue May 26 15:55:41 +0000 2015,5848,2907,2,1,0.0341997264022,Geologists use molten lava to grill up some steaks http://t.co/6iVBk6LjOS h/t @cqchoi
loveofscience,Thu May 21 12:51:19 +0000 2015,5848,2907,0,3,0.0,2 yrs ago  my 1st freelance story ran for @PopMech. Thx for the opportunity that led me to keep pursuing this career! http://t.co/PJ6EfFqNZH
loveofscience,Wed May 20 18:13:29 +0000 2015,5848,2907,1,3,0.0170998632011,My latest for Nature: https://t.co/yWn9AgzXI0
loveofscience,Wed May 20 15:50:47 +0000 2015,5848,2907,0,0,0.0,Japanese aquariums vote to stop buying dolphins from the higly controversial drive hunts in Taiji http://t.co/Vp1I0Ljmy7
loveofscience,Tue May 19 16:02:43 +0000 2015,5848,2907,0,0,0.0,Why New York has the best bagels  according to science http://t.co/sy3gXT2xO6
loveofscience,Tue May 19 13:09:31 +0000 2015,5848,2907,2,3,0.0341997264022,Panda guts are ill-suited for digesting bamboo. Check out my latest for @NatureNews: http://t.co/JzeNGDb6wp
loveofscience,Tue May 05 23:27:07 +0000 2015,5848,2907,0,1,0.0,I think this is the first lecture I've attended with an all-woman panel. Great job  @nyuniversity! http://t.co/ziMmHfCeeb
loveofscience,Mon May 04 19:02:24 +0000 2015,5848,2907,0,0,0.0,CDC recommends avoiding contact w/ semen Ebola survivors after Liberian woman contracts disease from unprotected sex  http://t.co/v3PQRANe9W
loveofscience,Fri May 01 16:10:45 +0000 2015,5848,2907,1,2,0.0170998632011,This Is How Fast America Changes Its Mind: tracking the pace of social change in America on six major issues http://t.co/t5rhg3BIGy
loveofscience,Thu Apr 30 22:05:35 +0000 2015,5848,2907,0,0,0.0,CPJ has issued their 2015 list of the 10 countries where the press is the most restricted http://t.co/7g78nXBo7l
loveofscience,Thu Apr 30 18:55:27 +0000 2015,5848,2907,0,0,0.0,Next time someone says racism isn't real  show them this 3-minute video from @Voxdotcom http://t.co/PcWbwL8hJK
loveofscience,Wed Apr 29 22:57:15 +0000 2015,5848,2907,1,1,0.0170998632011,"""Your science needs a man"" is gist of peer reviewer's comment on manuscript related to gender differences in science http://t.co/6UwpqJjOdh"
loveofscience,Wed Apr 29 19:15:51 +0000 2015,5848,2907,1,0,0.0170998632011,Paying it forward: Boston Globe buys lunch for Baltimore Sun newsroom  http://t.co/w6KBrBACPP I love acts of kindness like this.
loveofscience,Wed Apr 29 16:05:41 +0000 2015,5848,2907,0,0,0.0,State of the News Media 2015 — A new ranking of digital sites http://t.co/rIlQQvpnqZ
loveofscience,Tue Apr 28 15:00:19 +0000 2015,5848,2907,1,2,0.0170998632011,10 images of the #BaltimoreRiots you won't see on TV http://t.co/JfTW9vMrfD Heartbreaking.
loveofscience,Mon Apr 27 21:55:29 +0000 2015,5848,2907,0,0,0.0,Cameras deployed throughout Chernobyl's exclusion zone will provide insight on the secret lives of its wildlife http://t.co/jlqvOivYGx
loveofscience,Mon Apr 27 19:19:33 +0000 2015,5848,2907,5,4,0.0854993160055,Invasive #lionfish discovered in Brazil is genetically linked to Caribbean population  say scientists http://t.co/OyH2SnaXsL
loveofscience,Mon Apr 27 19:02:56 +0000 2015,5848,2907,2,0,0.0341997264022,"""Fire season"" may be a thing of the past in drought-stricken California  which has already had 850 wildfires this yr http://t.co/KnjcmADsLE"
loveofscience,Mon Apr 27 16:10:56 +0000 2015,5848,2907,0,0,0.0,The creation of Australia’s largest mine may push the endangered black-throated finch to extinction http://t.co/DUtx2Ux9X0
loveofscience,Fri Apr 24 13:10:38 +0000 2015,5848,2907,3,3,0.0512995896033,Gorgeous photos capture the eruption of Chile's Calbuco volcano  which resembles the apocalypse http://t.co/I99i9Q4Vc6 via @sarahkeartes
loveofscience,Wed Apr 22 18:55:30 +0000 2015,5848,2907,1,1,0.0170998632011,Why Obama’s trip to the Florida Everglades today is a shrewd move in the climate debate http://t.co/R8xyOofxZM
loveofscience,Wed Apr 22 15:55:33 +0000 2015,5848,2907,5,1,0.0854993160055,ICYMI: Scientists report collapse of Isle Royale's wolf population (part of the world's longest predator-prey study) http://t.co/9kWsuCaWUf
loveofscience,Tue Apr 21 17:09:58 +0000 2015,5848,2907,2,0,0.0341997264022,Talk about depressing. https://t.co/xE0eIYeeaj
loveofscience,Mon Apr 20 19:35:46 +0000 2015,5848,2907,0,3,0.0,Took my newfound knowledge of champagne making and put it to good use. Santé! http://t.co/fMHlaw5Vn3
loveofscience,Mon Apr 20 19:25:06 +0000 2015,5848,2907,1,9,0.0170998632011,Really excited about my first story for @NatureNews! Just went to buy a bottle of bubbly to celebrate.   https://t.co/evDhD2O2gk
loveofscience,Mon Apr 20 18:45:46 +0000 2015,5848,2907,0,0,0.0,"""Who can hate a Roomba? Astronomers  that’s who."" iRobot's new robotic lawnmower draws the ire of astronomers http://t.co/BPI2mdVxmM"
loveofscience,Mon Apr 20 15:55:34 +0000 2015,5848,2907,0,0,0.0,Offspring of endangered crocodiles Fidel Castro gave to a Soviet cosmonaut four decades ago now headed home to Cuba http://t.co/WncjBbrEHc
loveofscience,Mon Apr 20 13:10:41 +0000 2015,5848,2907,0,1,0.0,Cool quiz from the @washingtonpost lets you guess which drugs spiders were on when they spun these webs http://t.co/fGH23PD5vI
loveofscience,Sun Apr 19 12:38:26 +0000 2015,5848,2907,0,1,0.0,My alarm clock kept waking me up at 5:30am  so I had to start closing the bedroom door at night. https://t.co/MahEChrhL2
loveofscience,Sun Apr 19 02:33:10 +0000 2015,5848,2907,0,0,0.0,Well  I now know what ~30 police cars in a 1 block radius looks like.
loveofscience,Sat Apr 18 23:05:22 +0000 2015,5848,2907,1,3,0.0170998632011,".@ihearttheroad: ""I'm a chemist. Of course I can make lemonade. I have a PhD in lemonade making."""
loveofscience,Fri Apr 17 15:35:07 +0000 2015,5848,2907,9,0,0.15389876881,Tweeps: Can anyone refer me to an archaeochemist? Preferably based in the U.S.
loveofscience,Fri Apr 17 13:43:35 +0000 2015,5848,2907,0,0,0.0,Anglers  get your science on! https://t.co/OJie4OWmb8
loveofscience,Fri Apr 10 12:55:20 +0000 2015,5848,2907,3,4,0.0512995896033,How much personal cash do you spend on your science? @edd_hind @letsfishsmarter talk #SciSpends w/ @ScienceInsider http://t.co/3KueOJtlk8
loveofscience,Fri Apr 03 13:16:54 +0000 2015,5848,2907,1,3,0.0170998632011,Things You Should Never Say to Women Working in Tech or Science http://t.co/FYpsVi8Bz5
loveofscience,Thu Mar 19 22:31:57 +0000 2015,5848,2907,0,0,0.0,At @DCEnviroFilm with @andresdavid. Excited to see some short films on Cuba and hear @OceanDoctor speak!
loveofscience,Thu Mar 19 21:55:04 +0000 2015,5848,2907,1,2,0.0170998632011,U.K. wants eyes in the sky to keep watch on its record marine reserve. My latest for @ScienceInsider: http://t.co/hQDSIY5xSv
loveofscience,Thu Mar 19 15:50:06 +0000 2015,5848,2907,6,1,0.102599179207,Unless China adopts more sustainable practices  we can say goodbye to ocean life as we know it  writes @erikvance http://t.co/AUK4lDSA7z
loveofscience,Wed Mar 18 23:15:13 +0000 2015,5848,2907,2,1,0.0341997264022,Not even 'breeding like bunnies' can safeguard marsh rabbits numbers from the voracious appetite of Burmese pythons http://t.co/oYjrnnHWig
loveofscience,Wed Mar 18 22:15:22 +0000 2015,5848,2907,0,1,0.0,FEMA won’t give money to states that don’t plan for climate change. Sorry FL  looks like you're screwed. http://t.co/c0ZHZfTzdS
loveofscience,Tue Mar 17 18:45:35 +0000 2015,5848,2907,0,1,0.0,Sea level rise added $2 billion to Hurricane Sandy's toll in New York City http://t.co/5fAoeTVrmh
loveofscience,Tue Mar 17 16:05:23 +0000 2015,5848,2907,3,4,0.0512995896033,FL biologists tally a record high manatee count  numbers up nearly 1 000 since 2010 http://t.co/LreI6pT88b
loveofscience,Sat Mar 14 13:16:46 +0000 2015,5848,2907,1,0,0.0170998632011,Happy Super Pi Day! It's almost 3/14/15 9:26:53.58! Super Pi Second &amp; Super Pi Millisecond! #Pi #PiDay #PiDay2015 #… http://t.co/WGPk2zE74o
