tweet,label
is_analytic_yes cause_yes affiliation_yes achieve_yes netspeak_yes,HER
is_analytic_no is_clout_yes is_authentic_yes insight_yes affiliation_yes achieve_yes netspeak_yes,HER
is_clout_yes hear_yes affiliation_yes netspeak_yes,HER
is_clout_yes cause_yes tentat_yes affiliation_yes power_yes netspeak_yes,HER
is_analytic_yes is_authentic_no see_yes netspeak_yes,HER
is_analytic_yes is_authentic_yes see_yes netspeak_yes,HER
insight_yes affiliation_yes achieve_yes,LER
is_analytic_no is_clout_no is_authentic_yes insight_yes tentat_yes differ_yes affiliation_yes,LER
is_clout_yes is_authentic_yes insight_yes cause_yes tentat_yes affiliation_yes netspeak_yes,HER
is_authentic_yes is_tone_no negemo_yes sad_yes insight_yes netspeak_yes,HER
is_authentic_yes is_tone_yes posemo_yes insight_yes power_yes netspeak_yes,HER
is_analytic_yes is_authentic_yes see_yes netspeak_yes,HER
is_tone_yes posemo_yes insight_yes certain_yes see_yes power_yes netspeak_yes,HER
insight_yes cause_yes tentat_yes see_yes netspeak_yes,HER
insight_yes cause_yes tentat_yes see_yes achieve_yes netspeak_yes,HER
is_authentic_no posemo_yes insight_yes see_yes affiliation_yes reward_yes netspeak_yes,HER
is_clout_yes is_authentic_no is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes netspeak_yes,HER
is_clout_yes is_authentic_no is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,HER
is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,HER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes netspeak_yes,HER
is_clout_yes is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes,HER
is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes,HER
posemo_yes insight_yes cause_yes tentat_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,HER
is_authentic_yes is_tone_yes posemo_yes insight_yes achieve_yes netspeak_yes,HER
is_analytic_yes posemo_yes see_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes,HER
posemo_yes differ_yes see_yes achieve_yes netspeak_yes,HER
is_analytic_yes is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes,HER
is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes,HER
is_authentic_yes is_tone_yes posemo_yes affiliation_yes achieve_yes netspeak_yes,HER
is_authentic_yes certain_yes see_yes netspeak_yes,HER
tentat_yes see_yes power_yes reward_yes netspeak_yes,HER
is_analytic_no is_authentic_no is_tone_yes posemo_yes achieve_yes netspeak_yes,HER
is_clout_no is_tone_yes posemo_yes certain_yes see_yes achieve_yes power_yes reward_yes netspeak_yes,HER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes insight_yes see_yes affiliation_yes achieve_yes netspeak_yes,HER
is_clout_yes is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,HER
is_analytic_yes is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes,HER
is_clout_yes is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes netspeak_yes,HER
is_analytic_yes insight_yes tentat_yes hear_yes affiliation_yes netspeak_yes,HER
is_analytic_yes posemo_yes insight_yes see_yes hear_yes affiliation_yes achieve_yes netspeak_yes,HER
is_clout_no posemo_yes see_yes achieve_yes netspeak_yes,HER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes insight_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,HER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes insight_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes,HER
is_analytic_yes is_authentic_yes insight_yes cause_yes tentat_yes achieve_yes netspeak_yes,HER
is_analytic_yes is_authentic_yes is_tone_yes posemo_yes see_yes achieve_yes netspeak_yes,HER
is_tone_yes posemo_yes certain_yes see_yes affiliation_yes netspeak_yes nonflu_yes,LER
is_analytic_yes is_clout_no is_authentic_yes differ_yes see_yes,LER
is_analytic_yes see_yes reward_yes netspeak_yes,HER
is_analytic_no posemo_yes insight_yes differ_yes affiliation_yes achieve_yes netspeak_yes,HER
is_analytic_yes see_yes netspeak_yes,HER
