tweet,label
is_analytic_yes cause_yes affiliation_yes achieve_yes netspeak_yes low_wps has_qmark has_video has_hashtag has_url,HER
is_analytic_no is_clout_yes is_authentic_yes insight_yes affiliation_yes achieve_yes netspeak_yes few_sixltr has_photo has_hashtag has_url,HER
is_clout_yes hear_yes affiliation_yes netspeak_yes has_qmark has_animated_gif has_hashtag has_url,HER
is_clout_yes cause_yes tentat_yes affiliation_yes power_yes netspeak_yes low_wps has_exclam has_qmark has_video has_hashtag has_url,HER
is_analytic_yes is_authentic_no see_yes netspeak_yes few_sixltr high_wps has_photo has_hashtag has_url,HER
is_analytic_yes is_authentic_yes see_yes netspeak_yes high_wps has_photo has_hashtag has_url,HER
insight_yes affiliation_yes achieve_yes none,LER
is_analytic_no is_clout_no is_authentic_yes insight_yes tentat_yes differ_yes affiliation_yes many_sixltr none,LER
is_clout_yes is_authentic_yes insight_yes cause_yes tentat_yes affiliation_yes netspeak_yes many_sixltr has_exclam has_qmark has_photo has_hashtag has_url,HER
is_authentic_yes is_tone_no negemo_yes sad_yes insight_yes netspeak_yes has_qmark has_video has_hashtag has_url,HER
is_authentic_yes is_tone_yes posemo_yes insight_yes power_yes netspeak_yes has_exclam has_photo has_hashtag has_url,HER
is_analytic_yes is_authentic_yes see_yes netspeak_yes high_wps has_video has_hashtag has_url,HER
is_tone_yes posemo_yes insight_yes certain_yes see_yes power_yes netspeak_yes many_sixltr high_wps has_video has_url,HER
insight_yes cause_yes tentat_yes see_yes netspeak_yes has_exclam has_photo has_hashtag has_url,HER
insight_yes cause_yes tentat_yes see_yes achieve_yes netspeak_yes has_qmark has_photo has_hashtag has_url,HER
is_authentic_no posemo_yes insight_yes see_yes affiliation_yes reward_yes netspeak_yes few_sixltr has_photo has_url,HER
is_clout_yes is_authentic_no is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes netspeak_yes has_photo has_hashtag has_url,HER
is_clout_yes is_authentic_no is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes has_exclam has_photo has_hashtag has_url,HER
is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes reward_yes netspeak_yes has_qmark has_photo has_hashtag has_url,HER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes netspeak_yes many_sixltr has_exclam has_qmark has_photo has_hashtag has_url,HER
is_clout_yes is_tone_yes posemo_yes see_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes high_wps has_animated_gif has_hashtag has_url,HER
