(-10.496120769827041, 'has_photo')
(-4.9505086119754322, 'homeless')
(-4.204771177700751, 'has_animated_gif')
(-3.7900472211314375, 'abortion')
(-3.694861098685033, 'habitat')
(-3.5327063695979484, 'endalz')
(-3.1716493490650364, 'lgbtq')
(-3.1154424400701997, 'homelessness')
(-3.0452256516863816, 'rotary')
(-2.8341519742346519, 'volunteerabroad')
(-2.7257986513199732, 'jude')
(-2.6920354343000947, 'lgbt')
(-2.6572194090895156, 'pp')
(-2.5578956380673517, 'st')
(-2.5574204368917828, 'stand')
(-2.4491192379617797, 'tpp')
(-2.4456059133652164, 'pray')
(-2.4315202363077857, 'breaking')
(-2.3962509246829584, 'msf')
(-2.3009005370887445, 'habitatforhumanity')
(-2.2824982509736063, 'transgender')
(-2.2397441567372955, 'animals')
(-2.1650740632281904, 'nepalearthquake')
(-2.1619346392710157, 'suicide')
(-2.1408067029366045, 'demdebate')
(-2.120467365521574, 'flintwatercrisis')
(-2.0713302681394508, 'solidarity')
(-2.0707645605185454, 'trans')
(-2.0552669133961436, 'brantly')
(-2.0376111580584806, 'plastic')
(-2.0304388312320061, 'gopdebate')
(-2.0182659672795653, 'sotu')
(-1.9960647166427772, 'actonclimate')
(-1.9804849567152381, 'alzheimer')
(-1.962921368385586, 'awareness')
(-1.9217235770846315, 'housing')
(-1.9121313851186927, 'polio')
(-1.8472174855352808, 'stjude')
(-1.8409656518890698, 'sex')
(-1.7932168337228513, 'god')
(-1.7859942046614226, 'blackpantherspbs')
(-1.7712027300014694, 'congress')
(-1.7489911223476282, 'hunger')
(-1.7425454748123619, 'equality')
(-1.7374833669958925, 'pinterest')
(-1.7341362757670438, 'didyouknow')
(-1.7296395721731719, 'imwithher')
(-1.7270348600756904, 'winred')
(-1.704170385675388, 'retweet')
(-1.6933022878036601, 'standwithpp')
(-1.6869505039913186, 'oceans')
(-1.6750817585038698, 'fracking')
(-1.6614157898663189, 'saudi')
(-1.6570324520172157, 'ppact4hillary')
(-1.6536307848477767, 'parenthood')
(-1.644740928967759, 'tfa25')
(-1.6303188237095472, 'relief')
(-1.6261613202807088, 'ferguson')
(-1.6203520654238643, 'notmycandidate')
(-1.6199276079837519, 'pet')
(-1.6097469351865079, 'america')
(-1.6074211354855588, 'askdrkasich')
(-1.5938872303794824, 'bostonmarathon')
(-1.5772054169903034, 'methane')
(-1.5724429882616802, 'coal')
(-1.5672199143542154, 'adoption')
(-1.5644474278764129, 'sexual')
(-1.5635206870629694, 'consider')
(-1.5625790405044702, 'trevorlive')
(-1.5599636532225918, 'year')
(-1.5576423227323624, 'worldaidsday')
(-1.5370529226416443, 'condomweek')
(-1.5304660802279473, 'has_video')
(-1.5287463557411816, 'cecilthelion')
(-1.5269280754643726, 'scotus')
(-1.525488548504349, 'scientists')
(-1.524892672993152, '50')
(-1.521103549216356, 'control')
(-1.5096061934984544, 'access')
(-1.5078473991224146, 'families')
(-1.5040451813503128, 'christmas')
(-1.5014003958450295, 'gop')
(-1.50126862529144, 'reprohealth')
(-1.4976625206429013, 'statement')
(-1.4918547363121268, 'urgent')
(-1.4864253761095021, 'bhm')
(-1.4700942702365549, 'consent')
(-1.4622705073680611, 'powerful')
(-1.4525393797463217, 'equalpay')
(-1.4443138915029701, 'people')
(-1.4406005419136412, '000')
(-1.4403959890031941, 'according')
(-1.4381606473103539, 'ban')
(-1.4377559970062097, 'nationalcomingoutday')
(-1.4328880071485501, 'endpolio')
(-1.4257697059252523, 'flint')
(-1.4185931664528959, 'anger_yes')
(-1.4156155509469017, 'pets')
(-1.4147572544659535, 'hillary')
(-1.4137217680393761, 'kent')
(-1.4088986618328374, 'worldcancerday')
(-1.4016029526637999, 'california')
(-1.4011503830115901, 'national')
(-1.3936964210082896, 'planned')
(-1.3926034063003843, 'lord')
(-1.3881215512991036, '2016')
(-1.3852332202933892, 'wildlife')
(-1.3813390439148698, 'dog')
(-1.3809961574382021, 'sexed')
(-1.3779654649054154, 'laws')
(-1.376811546064578, '7386')
(-1.3768031791816908, '866')
(-1.3754219895492508, '488')
(-1.3690886061256491, 'hurricanepatricia')
(-1.363891957067199, 'bisexual')
(-1.3566007824585216, 'selfcare')
(-1.3362938745399719, 'leak')
(-1.3362666463486466, 'wind')
(-1.3274191855613506, 'prayer')
(-1.3175737762919513, 'praying')
(-1.3061208343414681, 'anniversary')
(-1.3053962848527887, 'stopyulin')
(-1.3038136594355574, 'mass')
(-1.3027553627919202, 'million')
(-1.3020920929678104, 'anti')
(-1.3019680313708675, 'deserve')
(-1.2927510673314992, 'discrep_yes')
